scenario N1 N2 N3 N4 N5 ta raa t1 N6 t2 N7 t3 Nanc
1 43820 170515 26622 3926604 291358 439 0.224293440580368 1381 303360 21443 63244 54243 7709293
1 55781 17957 5088374 2927725 14364 925 0.0700381472706795 4142 7745591 22339 21276 37550 783847
1 173678 90489 356140 50296 8379456 3707 0.0556984730064869 6056 740185 45104 73019 61082 2066391
1 10479 3231847 473760 17053 10648 1941 0.115301802754402 2410 53571 5138 45921 9860 282368
1 59169 77365 202486 67069 73209 755 0.195661470293999 21259 1446768 29136 114948 93412 800901
1 397419 52194 7101993 331037 3652568 4256 0.289512097835541 29625 1600346 42470 622627 232502 9732385
1 17543 305875 17459 18784 25281 269 0.0720708295702934 1090 194832 1770 14130 12887 2015780
1 234730 58552 700293 63859 24677 3368 0.129674553871155 7768 152348 12268 1657992 197391 6738124
1 179395 770070 36949 566893 11541 569 0.122914008796215 751 627417 88564 299073 154352 5895113
1 592789 83729 6477758 588988 67430 717 0.118589267134666 7286 2242869 18788 644923 417578 7738096
1 1528738 182823 587803 2802571 12952 1119 0.0974211692810059 5691 4480848 45849 351978 204894 7025000
1 25067 64283 4308202 80268 45934 365 0.400539606809616 2641 1028663 3213 40811 15245 1053845
1 492763 41485 83871 78241 778656 399 0.115483969449997 3319 245793 31759 358938 212870 9610853
1 231753 92668 37180 9399106 64471 287 0.490814030170441 1204 779394 13371 284895 260608 6904260
1 43149 183896 46934 43478 25335 163 0.330522149801254 3027 317471 74648 1539637 115853 4999246
1 47772 10671 4231364 31810 4018900 174 0.28308042883873 306 384291 4342 59401 45894 4521880
1 1851641 120316 108940 3378759 20269 3610 0.059617780148983 8043 1025018 25162 125605 74663 6967974
1 629785 33210 324149 2481378 104166 1524 0.187835723161697 4638 162815 12901 322128 200606 2858167
1 172379 1020574 24170 5084051 331542 757 0.276438266038895 11874 2350198 168841 19183 187313 7018967
1 99282 4714722 288791 68915 103442 908 0.230897396802902 8214 970407 59102 82417 74238 3184294
1 78431 116348 728898 13645 2868333 2528 0.115600690245628 3321 638106 14999 14076 24366 9601826
1 37956 498564 529480 10205 71518 155 0.469145268201828 1623 2367473 2356 40513 33615 8839672
1 229226 115831 18934 477502 1953167 1052 0.0551365353167057 11109 305802 11631 155402 92824 5950044
1 125747 88256 33467 94989 89058 985 0.41510021686554 13530 205030 29986 3037394 75050 9698589
1 188614 117788 3775165 21901 1897147 423 0.183733358979225 4657 34060 10486 2248658 330191 6844648
1 83608 23678 1374226 13238 64362 1142 0.271812677383423 2475 100771 15686 49549 24592 9869834
1 155069 143738 461868 642999 2225137 3276 0.189958915114403 7467 805165 25862 297692 164922 3924767
1 311001 61925 2134492 11518 44582 350 0.100596137344837 406 6771577 63095 138254 148892 7528165
1 24412 13633 23796 69313 21414 151 0.267858624458313 1713 210356 1823 259973 40443 5207819
1 193366 197508 167115 704145 27184 1152 0.101385831832886 7829 50582 10004 70304 50395 689896
1 126489 68299 4684535 39301 34048 4491 0.375650703907013 9023 78703 17394 7681825 267371 1379140
1 14576 4409960 7693481 58716 47580 173 0.141081050038338 578 90591 11143 30702 18478 1532402
1 499704 317860 41241 721655 251610 416 0.140409842133522 45581 154314 125373 494234 564376 3164166
1 84540 44828 75676 3572577 3555926 2154 0.0651418790221214 3185 6493404 7126 63745 44424 5229487
1 60448 87409 44551 2804107 920666 280 0.0910262614488602 6453 9222994 39181 21648 42627 4713204
1 225831 53075 31145 2785306 1737803 457 0.309656798839569 8945 160286 19989 737240 378697 3070969
1 160611 98744 86963 379644 730444 1596 0.258375108242035 4121 26197 10009 161344 78910 7229178
1 579543 125287 34163 1535985 233216 1671 0.0662928745150566 45118 3163701 75395 5806660 379275 5224631
1 266714 463912 205073 7639885 2242044 1977 0.0927877873182297 7893 211352 125037 61786 162482 8161888
1 80089 68710 11861 19884 4110173 229 0.127568811178207 1500 377606 17395 73281 79195 763614
1 231669 5588176 28853 17344 11953 240 0.0816385447978973 2284 79495 2658 209521 53290 3021978
1 464078 78683 10932 234630 55199 585 0.100362755358219 2539 157065 32755 2634227 178504 2460095
1 30758 80370 2269824 77259 731352 391 0.114406205713749 11591 80806 38572 9816214 46271 9407053
1 22537 48394 10391 1132665 200552 156 0.080698698759079 192 2250814 5538 22046 17655 8612569
1 184459 475696 2033460 918965 6144116 18025 0.0624949559569359 40932 7276100 46697 187094 93169 7741862
1 1333452 113315 49808 695176 55786 2576 0.109337218105793 8371 288500 54095 446272 459768 6036175
1 547864 70113 10376 289280 12231 180 0.117387689650059 4402 8805326 69062 9331263 253195 7338316
1 103148 9748500 162185 564142 31734 1556 0.0958596915006638 6303 5187913 79788 51954 117792 6268739
1 546414 255965 15014 2848249 508689 366 0.105964094400406 3747 2812886 36433 1045579 513874 5941856
1 138731 224267 344844 243044 1362267 8040 0.225737527012825 14048 6197805 18874 42330 38831 3617841
1 48450 1385188 769037 868756 11657 420 0.159531965851784 967 14033 1720 27216 10149 4027985
1 56073 938039 103775 5985325 21976 1466 0.164836034178734 5032 120251 9724 429206 55694 8774268
1 43279 52230 1862969 17704 26546 180 0.0544298440217972 3873 107504 18281 133476 35527 645895
1 118280 26123 45761 262405 4605786 6734 0.124253921210766 10241 377192 10398 112427 45021 5931343
1 55766 232604 40183 22067 59908 1010 0.0737737268209457 2920 911346 31488 15731 51553 5347532
1 17082 420083 10190 3577803 88331 236 0.465419828891754 5244 274718 24403 28445 28676 1705309
1 34884 127022 458585 63397 2115829 590 0.258389741182327 14401 5323558 36164 46805 57616 7533831
1 2052193 42963 45115 492501 45352 1767 0.11210522800684 19039 2138821 20968 1422859 556624 2430922
1 179991 26570 8876875 52774 210248 3523 0.127561435103416 15827 248403 20255 526364 138198 2122194
1 22721 115069 12237 35291 12498 241 0.216519191861153 810 38368 5721 54698 19652 1606503
1 79083 67723 1619774 30114 16397 777 0.191238150000572 6108 6304639 37105 817226 190459 5228119
1 91278 509020 276458 2056318 9508910 613 0.107577838003635 763 59083 9435 54355 29594 2556299
1 908948 118063 254946 533475 366601 560 0.408407121896744 5870 115610 18870 817818 324364 6444212
1 115725 1331473 18741 1946721 24981 1880 0.212244644761086 2168 277043 8604 1146679 283104 3449578
1 102856 279321 952208 32390 99426 1014 0.459390431642532 2636 64253 5014 81071 42482 4355702
1 35300 187188 54841 494747 1846452 527 0.126307606697083 693 143263 34243 16797 36761 9887505
1 31385 401984 385139 658179 147580 1701 0.0687308236956596 9175 12465 10915 56497 30036 816064
1 123301 1069530 133068 996665 11697 1200 0.369414180517197 2379 41415 18154 21485 38182 2982884
1 1752769 8215104 2218859 291917 68996 608 0.175400942564011 37525 6361933 40324 1046695 407591 7302595
1 73026 344614 89458 51798 15116 1853 0.0583971999585629 1858 118796 5100 77004 76583 1316365
1 118602 626004 395247 465279 657195 6718 0.141657829284668 68522 9913527 82260 765513 114267 3305538
1 656401 13229 10210 1136851 13164 973 0.374222368001938 1109 34727 4434 20674 13538 929618
1 61332 28060 2124036 2999379 21538 232 0.0705398395657539 4098 378034 8920 91212 22961 271354
1 927629 219562 71183 288741 95105 3776 0.403424710035324 5628 237945 52841 1819339 213875 5368944
1 397054 35762 13503 3618247 16937 267 0.0750388950109482 766 60298 2954 578502 471636 2657820
1 89158 55697 88449 1923903 34636 3143 0.0888504236936569 7605 732317 19547 61832 93803 7754126
1 96344 54676 44373 16635 17100 451 0.127189084887505 1561 840089 9345 326175 35862 3952005
1 82676 15960 53050 8511363 137789 232 0.0862848162651062 6695 32979 9771 146914 28430 1531774
1 23129 7683968 226883 6114205 53103 169 0.297007203102112 2159 29946 5375 43143 17433 229811
1 179416 4088747 24970 19327 349924 3132 0.113828882575035 3809 742154 29319 65594 60894 1081410
1 879067 75526 166890 44438 65382 1948 0.234638422727585 9076 658592 33289 6506210 214594 5531135
1 262070 455708 5067079 107955 81396 328 0.373219400644302 847 276807 49014 331027 105011 5403361
1 97646 220241 266495 435529 974228 189 0.381363540887833 8719 17239 13930 54831 67371 2702571
1 44732 192422 56590 17591 33824 508 0.222865611314774 2013 1980085 73817 127834 128951 3032507
1 115582 19816 2182511 966291 12504 400 0.172865480184555 959 555985 4986 209254 141526 552276
1 43922 35418 131026 962448 1530379 260 0.215255200862885 1250 29630 5624 191757 30030 4609086
1 79396 181816 5183572 2003058 945999 2318 0.073033981025219 22284 154083 73312 33285 94747 3278997
1 510828 28461 19004 84588 10710 1330 0.440929293632507 2604 676421 10487 1164290 192844 5621225
1 44723 121350 30311 71420 2398467 735 0.367216736078262 6216 641317 9287 14777 23517 4421378
1 414689 3800777 35754 2112382 27152 1095 0.181156948208809 2518 89697 15933 1369353 253466 4289261
1 247902 176406 594055 187143 21688 3875 0.131410285830498 12857 7393022 18475 179343 160066 2668409
1 184722 11966 85012 1380375 21851 1998 0.0543236956000328 6142 284510 7454 23968 15551 393644
1 1891364 132931 95725 309235 159020 949 0.0749598667025566 2010 271908 60262 1178886 623837 6945021
1 34287 59301 43941 1737031 813366 473 0.0694510713219643 14515 253522 29508 426725 45321 1601722
1 12539 826219 57433 582638 30494 3756 0.0744641050696373 5816 6006479 6965 459276 18656 9913058
1 20255 36558 67987 913837 16081 218 0.0686194971203804 3977 1087158 4842 220273 12307 1757001
1 126195 22145 26801 324591 10663 1209 0.0974009111523628 4506 264313 5190 285777 63730 292941
1 240101 155782 88957 5362014 15547 169 0.327364474534988 1892 575882 15645 677303 129040 7853639
1 123085 382373 1979136 1692362 34880 3475 0.302270829677582 8206 630551 12732 770015 161326 1323144
1 43135 17769 9434195 1564356 40465 193 0.0539765395224094 3176 1585363 5651 20322 10090 8414486
1 206916 250057 34579 65057 725990 2052 0.0522596575319767 5864 2797285 194938 1382787 271763 3856440
1 34252 8132406 235638 1734909 14550 1490 0.0519958585500717 2261 241913 7065 61067 21798 7556939
1 83370 249793 112611 14800 827989 242 0.17254164814949 1713 2288111 1864 294259 80168 1620260
1 31195 43013 989753 410061 245183 538 0.0635775178670883 930 45946 4684 62527 37965 1423222
1 39101 292487 115641 38295 11685 850 0.201472356915474 2041 32433 3630 32121 7266 2478531
1 647887 151485 315472 11958 123591 2489 0.0712399408221245 2834 60197 49402 802352 459712 9085455
1 644250 51396 123646 351854 1509252 2836 0.20054779946804 5660 168293 24183 489530 389228 2661836
1 10035 30826 8570901 25595 109955 266 0.088509626686573 407 5058006 5910 22582 9471 3819603
1 19145 13845 304678 383659 3702045 1851 0.225555345416069 3795 434555 3885 23654 9297 2809631
1 132083 11002 215387 522315 22073 622 0.329279959201813 3566 1494219 6103 260896 41100 1253460
1 15288 10346 639421 172465 76863 436 0.0687903389334679 3378 66641 4464 1010287 41322 7461788
1 64377 170889 1060240 80123 63995 203 0.0739338025450706 1987 69377 20825 4259352 72350 5206983
1 149573 73440 40364 751743 3427782 2321 0.0739879831671715 13074 33889 28913 1367154 301853 4832527
1 24012 266730 542836 62444 30655 4436 0.162710160017014 6310 1014654 18022 84056 40755 258713
1 325482 276646 1792570 71778 320123 2126 0.205680355429649 2687 3762998 31280 162937 98744 4610462
1 2032087 81658 77908 2370153 40962 5117 0.152736261487007 19877 2032404 61978 2277477 309716 6793653
1 32231 341146 41164 24787 238252 2428 0.0927304476499557 3669 3285729 4034 75351 37909 689802
1 390920 2425044 106657 218052 11360 210 0.0637810230255127 2086 2882810 22478 109863 129718 2520293
1 59093 922636 4343012 596067 109677 4561 0.367865055799484 36737 5978562 84134 906656 120992 3225747
1 84807 1445295 8708290 137858 1232492 938 0.0765010565519333 5853 4810926 21072 63775 42803 4913008
1 101244 75410 231321 82520 492165 200 0.112883262336254 3157 152099 13452 212610 37571 1655195
1 48053 483613 2373695 1963482 17037 636 0.130985766649246 3305 15740 7977 182739 40022 1261329
1 47094 1871227 13569 116370 226052 627 0.0548833347856998 2798 1548874 3451 39933 40030 2829974
1 62419 191850 9180196 455235 4422510 909 0.218157663941383 27073 63887 28595 303143 127702 2233110
1 24290 274538 1990802 872162 24398 414 0.24070680141449 1700 8677930 13616 360336 42978 1457298
1 56473 21674 33527 862352 27784 172 0.188561767339706 637 474360 4725 24146 11069 1444803
1 236145 964911 3754169 3110565 1686941 727 0.0798042193055153 35270 327663 121708 848481 207760 3815860
1 11629 94661 493355 1204691 3196848 293 0.223649010062218 4518 253809 9332 11140 13698 2683790
1 777012 834075 168624 242875 353521 4478 0.153612568974495 5859 468376 64225 649652 444541 2296200
1 255347 182467 92692 151843 2976889 1264 0.0877817794680595 41816 91580 73180 307742 347162 9135352
1 32373 153005 74541 7142948 5807807 306 0.225631237030029 9478 223767 9574 43418 28024 869715
1 369498 177273 167188 1170163 16018 7515 0.06822569668293 12125 7230853 172766 435627 476783 4159114
1 52533 39801 83451 94659 8569056 204 0.058765135705471 873 137467 2389 23980 16620 1750226
1 98533 8873898 264138 39464 66337 235 0.16865237057209 1198 5345351 4069 155275 80744 5685071
1 1793909 250183 39525 85060 634219 3502 0.0739388316869736 8317 666985 88249 5153828 460433 7820723
1 2128616 134721 72055 11633 527712 577 0.138595879077911 2386 17661 13005 1106756 512275 5847272
1 236454 3219041 3064081 43329 40630 279 0.249812006950378 1440 395008 11934 280090 164870 3581289
1 44798 134795 6756031 9890953 20310 395 0.0743644088506699 2052 460429 4080 35621 36108 4322617
1 12847 46271 4931134 53378 19272 270 0.110345169901848 950 38783 17991 69810 20161 6154994
1 122301 47057 10543 199296 20495 311 0.174819007515907 1557 823802 8029 343192 50212 2301958
1 861895 81368 42317 4299134 10605 869 0.439716309309006 3644 465936 7615 165634 144522 3182241
1 130346 162175 23932 1963519 78507 5343 0.1218072026968 7766 22885 14263 203883 30710 9252662
1 987488 33388 149613 13930 16250 1655 0.060725674033165 1710 1475351 30531 172607 167770 5083485
1 30667 373902 6409273 92625 64284 310 0.12053045630455 13085 2890110 13207 4652762 61484 4792189
1 75634 444053 22770 3014417 337561 215 0.293624341487885 53318 402875 65257 3642123 79659 2453687
1 13352 70486 15454 3183829 4241726 569 0.107991747558117 724 613745 17580 45140 27343 1096893
1 115523 605715 2598574 1268824 1782872 1206 0.305287420749664 1745 46015 4321 113949 73397 939894
1 75207 130391 12821 9352716 14084 654 0.140931397676468 1946 219470 15399 27949 37098 330376
1 21856 123341 22533 2034847 690879 1978 0.250865817070007 7421 255926 21789 4331121 32485 6393638
1 408070 6538962 1154555 124205 16561 1540 0.230038359761238 3984 5985498 9077 133616 105817 4509162
1 33958 157079 9305496 5956214 8708328 258 0.17564445734024 414 10479 1503 90116 41541 334276
1 66234 6355509 4614261 4832315 218030 389 0.0501525215804577 10664 6586726 40942 18137 55459 2134005
1 93218 1016633 32307 709966 266906 293 0.124245285987854 5047 8673641 8113 95079 47319 4609636
1 123049 9259410 825656 2469117 2260049 728 0.0614597238600254 8815 101166 26178 40431 44386 5176368
1 372442 258815 331121 1594757 1801540 161 0.110361121594906 210 178501 68283 1535730 387591 5529179
1 42167 638359 3022041 750730 19759 5238 0.17890752851963 7192 895630 19869 1717205 51959 2946830
1 340568 2149078 11391 4141503 90508 1796 0.0863093063235283 11565 10519 14578 341004 55842 1845615
1 66174 125940 68177 4147103 143830 162 0.206080079078674 19793 424005 33579 31653 72969 8773518
1 966653 132456 1199461 3508311 68950 1629 0.112067222595215 13145 874694 56265 555141 142017 6730434
1 242424 511161 18201 4640887 1147261 317 0.221215143799782 344 1745879 78344 82633 97510 5390726
1 1643837 186952 1179233 372758 49890 22913 0.0699542388319969 37061 165778 48195 109450 169448 4972449
1 410283 131189 301634 715114 38269 709 0.114802420139313 928 10905 2239 1589831 526607 9419651
1 155942 1485690 2551634 38018 871592 2372 0.0720733925700188 6415 98149 25396 519103 83030 2924768
1 2450934 504082 86269 29092 569216 283 0.391844153404236 7300 283093 40691 3013205 446104 7024585
1 10789 20083 235932 6922524 3640351 167 0.111330159008503 842 134920 927 28488 11868 111874
1 14531 714958 927166 236256 20633 1507 0.347750842571259 4218 473436 5748 107435 39679 2441171
1 461044 668009 2366618 2343223 79290 1631 0.203482881188393 6602 189923 14454 237912 249297 4795480
1 328143 88192 534378 6738292 2314843 171 0.336098253726959 14544 26569 18158 1948057 498571 3658157
1 290936 33134 82527 25844 15653 178 0.321977347135544 1781 8896960 2910 66792 36600 1073064
1 251103 1490892 1351357 199427 158223 4659 0.157410457730293 37301 3879956 60203 3968388 180878 7937455
1 71294 170453 176754 3315083 18278 173 0.209909841418266 959 333739 1827 134259 59014 2417794
1 313513 61460 3763719 123490 14639 212 0.128900066018105 1015 533509 5186 422423 344175 1516900
1 42792 490272 7885644 540442 245513 1746 0.0770007744431496 9273 576868 14001 15006 16614 1723459
1 224208 3175743 1738612 486967 390746 1574 0.0692590326070786 2094 9934599 104778 158141 166858 3244003
1 105485 121905 251699 205276 776119 740 0.236580908298492 834 431993 48850 51363 58168 846108
1 196522 15793 1933672 3210941 32313 1213 0.140187174081802 3320 1322084 6766 243936 37410 3277371
1 494535 976665 512963 443019 115844 191 0.142373651266098 19619 59714 48240 109686 132907 4791579
1 23426 373135 144866 4877000 148983 609 0.0824274495244026 21755 300600 28159 315074 69412 939594
1 75140 17236 2716871 30602 689471 265 0.293914556503296 382 116410 1065 203446 59833 887859
1 300811 3868407 26015 506049 128010 779 0.199324920773506 10080 5363531 25705 66953 50859 5586059
1 1198559 3214105 28089 40194 11432 336 0.173293992877007 1738 2002911 86390 387719 489894 7595014
1 231091 28817 487568 9495468 257508 261 0.247014656662941 6235 689891 25035 63789 43194 6938828
1 421545 7352066 264885 1065649 33502 954 0.110099747776985 3301 2404639 139827 547890 618912 6234458
1 160516 3124389 77056 206059 10672 687 0.341778695583344 3760 1049499 9318 273550 73962 1802496
1 78924 4362247 338558 81678 87668 184 0.384267538785934 529 106657 16578 93603 54970 5662304
1 15234 22191 695870 347269 1088828 481 0.261180460453033 907 59205 3526 166248 14008 1127884
1 19149 348336 255677 7353615 67756 697 0.242279335856438 16364 1101514 38771 9226803 44653 9819650
1 560971 346702 6106521 94625 2803886 291 0.0900531113147736 17461 2143206 207810 2035849 385124 7997191
1 537943 736754 14480 137864 772180 403 0.256863206624985 26124 148008 68545 161724 256626 4045154
1 58250 828956 1629195 26959 136682 157 0.0933666899800301 621 3806979 32220 261759 100246 2894255
1 711327 253494 857517 22619 34247 543 0.0573621466755867 1151 11777 4737 598111 142374 6304749
1 11567 141374 36129 1238785 10322 1947 0.095476433634758 3551 343748 11952 1800184 29111 469366
1 105171 14755 97952 47897 262760 278 0.107075460255146 3548 2462509 3779 477217 236769 8729460
1 123459 33525 3500652 11379 43754 525 0.0621199645102024 743 260526 5934 55136 23878 9159755
1 695597 212592 1286674 2348356 75765 258 0.0844451859593391 6060 2256442 25567 171119 179032 4449504
1 21371 206853 22828 181320 2037026 429 0.221724182367325 6969 243310 43074 196833 53396 1634810
1 161632 1778869 1610048 27308 306148 746 0.259909987449646 6493 10522 11768 17406 21856 5993736
1 799869 220596 3991912 26589 16111 237 0.236637145280838 404 544625 106681 4606626 501072 3523081
1 83721 7674707 217054 145162 32871 1127 0.174931213259697 6112 795442 12084 442461 193274 1483770
1 135442 4045763 3667113 1486104 391805 4269 0.153514131903648 43260 733343 189568 233131 203619 9390737
1 265578 527462 958226 19196 2254377 831 0.191997900605202 4984 2613318 19202 538117 105784 3711051
1 158928 18946 104591 2991043 7538445 371 0.279760986566544 1051 42646 4055 78418 95439 3386840
1 138662 6386383 568623 570180 84707 5934 0.0854000374674797 7555 129471 9535 311959 190774 1716933
1 49758 60968 3549049 23567 20692 238 0.470326274633408 253 5005118 3162 194395 51898 1395309
1 254990 437682 97957 16778 196817 634 0.126459792256355 1897 141888 24168 41460 31998 2132194
1 72659 11167 191761 455463 55783 2348 0.1310925334692 3845 77020 6901 204184 27361 275328
1 145229 323913 792010 3395400 21156 204 0.193074345588684 10148 1101909 64517 2983950 134692 1478767
1 67227 473301 144640 178679 18835 1120 0.269417643547058 10832 68761 22013 1539035 107229 1255022
1 270989 204372 15656 12425 1481806 429 0.203433260321617 1468 532751 46532 1210371 193793 4007504
1 810807 669540 12250 26611 350645 593 0.0651467218995094 6425 2745756 62174 475456 301626 9107549
1 296703 144261 38711 85287 596603 461 0.0864330530166626 3396 3648286 114604 242978 124598 9984984
1 436273 70167 5288611 1165354 18012 3039 0.18685956299305 7367 87076 8798 66794 68092 6919291
1 1953722 99266 1411545 2651442 133809 186 0.241328313946724 622 1285057 32622 749567 437821 5868589
1 71993 1238526 197694 54806 99930 429 0.206980988383293 6172 1936993 88918 861856 231947 7411011
1 112168 427284 402375 9559701 25888 262 0.35354807972908 6534 150432 18456 5114750 94857 4037617
1 167721 21404 21496 161806 1602799 706 0.0876704901456833 4600 3694719 4633 840317 382673 2953298
1 67452 19719 16478 126493 25490 330 0.43513497710228 537 986138 1090 31437 20694 914360
1 56456 214903 856365 8088456 76724 914 0.0595775246620178 8951 19397 22846 16165 31222 1615724
1 861588 36390 1064437 338498 17137 227 0.140812888741493 5582 15663 8266 182641 19118 7577020
1 118234 207459 1228752 207749 49833 1401 0.325980007648468 10687 153686 30573 855527 78858 1070495
1 321366 155199 73201 9922447 4157297 195 0.247164487838745 5459 1561938 75047 2893372 412165 5669192
1 24570 98185 11717 3706093 61790 422 0.210979700088501 1666 47705 11551 163073 67209 6374755
1 896190 9119299 32947 349624 13076 205 0.412791341543198 3316 3685080 6290 164047 65835 6299971
1 166516 389013 113150 19801 346150 426 0.0914241075515747 8090 346875 16698 145489 95816 947960
1 11906 36849 239728 3017692 168150 164 0.24102258682251 543 336828 659 10919 6510 1727272
1 605581 14328 15845 611121 7072127 524 0.28208127617836 686 114828 819 732699 572434 7015109
1 37122 43291 2035304 18052 81589 204 0.203029632568359 475 6509896 10124 146718 42618 3319556
1 271924 84693 1041463 188688 17062 217 0.26432791352272 500 517725 14093 45002 29474 2041052
1 22409 53406 224557 871884 64577 354 0.205585464835167 2844 717132 9733 811866 19884 3394821
1 236567 269555 45189 194665 39836 6224 0.389894992113113 11640 46488 13336 157263 31766 699134
1 146303 5619595 71429 4765794 135920 2578 0.0783116519451141 3357 2161368 3474 76691 45698 2073967
1 532572 784281 12432 100463 11404 554 0.365946054458618 2126 48058 18807 301057 54827 7755346
1 85291 23528 32354 2154181 236549 478 0.115570388734341 7761 59924 12546 5551180 51001 4097547
1 116952 203104 2704514 17194 70651 353 0.284032702445984 1573 417284 81566 1528512 83127 1619083
1 185570 59231 5258671 1241570 5081226 193 0.444808483123779 13748 110759 28024 46762 52297 1099797
1 12495 664108 5036990 46948 312003 279 0.050361942499876 2078 45078 2674 29227 6837 4994630
1 60573 11141 333446 4481140 1181115 1315 0.284546971321106 2051 1499134 5099 63783 16870 1322211
1 35011 336346 1543762 782894 2816401 5174 0.46973392367363 33705 729012 62078 79576 68318 4961577
1 225300 12968 13522 1022016 187797 270 0.285135924816132 5377 51947 7795 3546992 353973 5326701
1 65798 19202 1143719 36040 935159 285 0.121923953294754 807 26196 3136 24870 8258 913256
1 414239 3429345 8257783 22678 11397 915 0.238335490226746 5623 109140 11358 11828 14865 829556
1 13961 703657 5785817 1046803 12306 858 0.377030074596405 1454 50813 11123 226736 17399 1135909
1 1953865 354065 12386 30743 8204528 375 0.447421014308929 5198 126242 8714 2005796 618792 7253063
1 43400 51049 3607339 271640 3799962 574 0.125943526625633 11761 211926 19490 593204 78009 4136302
1 118329 74700 2212964 46930 47594 361 0.0716587379574776 4485 357625 35534 6261104 78617 647272
1 30345 326834 32689 6193014 29244 721 0.189846590161324 10281 783182 25718 68605 62348 402481
1 60174 44046 3901266 33270 782591 482 0.181013226509094 7549 120542 10475 7044111 100887 7175079
1 211169 40427 361512 880588 3479448 1254 0.19052155315876 5445 44235 16308 3407291 62842 7353449
1 340398 221642 538954 101308 91901 2542 0.0664782673120499 7977 3513037 73255 2134853 209475 4219274
1 12525 35155 870671 385899 244017 174 0.0843455865979195 2684 2688839 15545 83303 28484 734076
1 404114 164989 995601 110697 2792693 2019 0.113941311836243 4273 230731 13341 1667949 669461 2062499
1 403304 5641385 169142 141815 54262 361 0.287533432245255 21690 9792027 22619 13174 26335 788022
1 147978 91253 1243212 1120647 1828685 2271 0.0562412217259407 52192 212567 79769 3381927 169455 4866674
1 233384 423272 4073003 690258 219188 66936 0.154200971126556 171831 4465883 232611 330868 333775 1862774
1 41186 127061 2088704 11653 431028 787 0.318760454654694 5668 116074 15106 169083 74125 5629435
1 351226 73880 12660 32514 485838 1429 0.0925182476639748 1463 151016 4289 383473 339533 6085159
1 63276 74059 47375 2543011 830593 3824 0.0676243901252747 5350 479561 41020 1053200 104532 3958393
1 124804 46741 1923865 2940697 819909 2647 0.334005564451218 2746 4214011 2781 133107 79245 1751569
1 635459 124350 41116 10787 246788 293 0.354062587022781 2776 45850 27672 293156 129373 1418616
1 46267 289986 760512 49555 301915 4309 0.0893393009901047 5788 22500 6962 45360 43113 962160
1 82553 158918 116992 69558 548933 2730 0.116880618035793 11129 6969205 27957 790016 267138 8570769
1 28180 36060 23128 156044 67982 185 0.32864835858345 6754 679840 8563 53817 13657 3469347
1 224484 831605 672650 7152798 2754946 180 0.357190281152725 445 6190282 54683 199300 105106 4646972
