scenario N1 N2 N3 N4 N5 t1 N6 t2 N7 t3 N8 t4 Nanc
1 805289 45505 6324999 4433874 2579231 344 407379 1118 1370088 32430 49252 72239 368718
1 225117 2955072 1221858 3664876 46776 248 4446460 479 551445 2437 260166 200317 231093
1 1761658 149790 23862 25035 4514814 499 1012813 2137 555489 48321 538139 735207 1388969
1 208948 42118 715126 810161 46869 369 19094 480 176128 817 100173 94364 284830
1 50123 31407 1373642 41049 2721877 153 12210 589 212611 1308 25896 26839 72139
1 652999 28400 18865 266838 332550 179 2751126 363 74953 1597 62268 53244 472878
1 686990 125054 204721 135726 790492 427 728990 436 101046 2250 271608 187232 534975
1 54311 15444 96313 119343 48833 172 27297 572 3272122 1694 10357 8074 68057
1 2479665 28149 2725661 2309370 238211 867 825214 2310 496385 22137 27443 42431 1191550
1 390788 11944 8659567 1361148 2079645 224 9018310 540 84035 1833 77143 63838 170632
1 970222 116716 7569056 136937 5519813 984 55988 1087 221166 19207 102624 91864 415385
1 2144089 1257934 104512 151546 3739217 892 4913261 9101 6003698 87066 298578 400414 6435045
1 1039589 2433381 12121 578097 40953 480 60120 1469 173518 3442 80129 90401 396285
1 437915 529274 25506 70545 190026 241 447971 957 73577 3766 27090 17940 73215
1 191776 5486346 28460 327851 1469663 258 45866 527 415092 6825 36623 51167 167072
1 4092106 147156 5159079 485540 7244449 5910 1210016 9119 175707 24892 187303 228224 1078374
1 815087 247078 7500096 7992906 509268 1715 75307 2037 420862 3683 753232 588205 524991
1 543304 547099 1034074 41859 2139555 543 1064575 1593 3525958 45542 81994 160222 1494350
1 430246 5922038 80922 631159 318509 625 1144016 6216 251083 10994 159909 177040 218055
1 5528068 137520 39719 5873220 458792 195 268037 435 6490638 651 954374 618212 2958029
1 3660361 250846 22055 2171291 7822454 358 42545 6880 903209 109821 286798 389414 2484161
1 7153418 25788 9463067 36517 3612399 1675 580540 2838 350898 18706 211056 222059 9920183
1 1290727 822133 18096 1343277 1371662 688 427330 1045 2755571 39415 163523 222054 1413793
1 954320 50981 4170477 399286 8657578 262 79620 637 86597 6708 125723 64548 286245
1 208641 54296 8136447 66722 12310 365 1220873 393 8178619 693 17239 12311 61314
1 3622869 10625 11376 1290959 748931 332 101045 458 2659809 110694 150599 294780 3485296
1 2495279 64502 118786 5195902 87000 1980 15086 2771 146426 2836 42105 37550 872453
1 48861 802492 2731871 9293985 5578717 245 97773 659 2132410 662 69781 52678 72622
1 7237044 403354 44274 122717 7939309 160 5027961 17552 174211 28552 1060894 595731 1938630
1 370397 155492 127827 18215 214010 165 1399719 308 485301 6022 29481 40658 320832
1 1137805 176876 214856 1210120 1801738 214 688084 15856 1112057 18797 67537 73345 3294718
1 2900942 78727 63262 779478 768240 196 12602 620 4853440 4233 273624 138796 818180
1 545768 95393 195772 771838 2017988 1471 502340 1707 177898 6016 10336 17240 824041
1 410152 13880 9244571 10046 1428759 986 4285572 1348 216215 7367 145545 158308 325859
1 355553 11003 306874 1533473 322284 573 29873 723 190416 1427 189343 117196 222838
1 3887509 15731 715204 311365 19383 464 1050364 956 1539316 3489 717525 682790 4934336
1 92134 110770 35499 7814771 89142 805 14732 1363 1668864 1687 29285 20136 55137
1 153525 22159 92634 3454505 1839962 684 65260 2013 46083 2502 49049 54409 74589
1 24442 123956 22920 33194 2164311 216 7740763 548 744157 933 24429 22416 29235
1 2459532 58589 115869 11047 2230491 271 87035 372 77233 8509 47353 47354 1084048
1 3908405 55408 126488 21867 307841 178 58934 2719 335539 3318 301740 304225 4980989
1 91934 98535 2998093 8612697 2570476 2007 60458 3890 69200 7882 68459 49758 67353
1 6403583 48740 137763 2158718 1197494 345 2793038 2694 747864 101867 547179 739135 3491700
1 2397384 100248 3673135 265738 486337 651 30509 954 201312 4911 542783 417001 743086
1 5846113 11650 1911468 398324 401579 156 6271127 159 1245913 11164 17780 21945 317552
1 356481 1381164 202819 426693 4856378 175 32028 712 195018 2286 81154 78728 200543
1 154869 166809 737376 4560529 39057 346 337307 1248 6946092 2053 135190 82498 93740
1 140102 1093966 3379632 52454 3191092 338 11126 699 962134 843 15244 10427 40043
1 189364 65916 205411 39946 63888 175 9642029 1996 127500 2306 63725 71770 163771
1 1473777 12152 5096937 109688 99464 610 17606 821 227053 2577 72132 35899 234575
1 594630 6597275 30318 1022447 93774 286 41165 353 151010 6692 194176 210854 333966
1 2507115 23758 67802 1912921 3341435 3228 1309808 3565 875814 61181 24052 74645 562610
1 2374397 255558 659990 192977 977787 2399 7028250 27635 1984522 79570 1399998 543205 1191927
1 5187006 200745 2070082 1400773 2648810 1596 51497 7292 170630 14616 667553 296928 1843324
1 2447416 55633 493117 394757 2095550 4369 71618 4789 60186 9927 44400 75779 1706174
1 1432446 10832 9607420 814747 1021224 277 412410 428 6911579 14835 71506 79154 733327
1 5632644 21074 18603 1188638 12377 218 17278 222 46064 346 1046033 724716 2695990
1 57357 2090052 448268 829346 7499667 184 7382130 260 618239 751 51911 42064 31063
1 1201303 62722 70431 27056 5812185 576 109871 717 1023292 12337 98589 62087 284560
1 511481 51949 4537207 17814 441872 178 3380992 1815 582270 4669 121981 83408 679791
1 3459313 3872352 57717 488875 689479 1737 66125 1877 1949931 33149 38068 54491 753050
1 57246 192229 637723 116596 64408 576 111721 2082 2138325 5529 13349 17492 125859
1 203616 719078 340759 3285227 367850 602 8752700 7241 4592812 15955 165334 132302 320466
1 1115333 15581 9903506 31550 34513 930 590647 1953 5175535 3040 59349 78888 3612293
1 204418 125795 1322512 5717408 4124212 306 944469 650 587089 5835 161369 166953 294799
1 260442 12285 1688352 17407 68113 794 1405931 1457 6952453 11932 57937 60235 523639
1 614523 92568 78947 2150582 3475348 330 1157805 656 97267 1877 27288 27553 155954
1 5936631 32911 129115 8700712 480702 460 426255 3192 611282 84919 143614 212774 3166981
1 734441 346137 4767450 149970 82547 1125 6796891 3985 128730 4388 436197 278346 1021025
1 297329 446502 102824 229076 404809 633 1945108 10928 2558425 47990 93309 132285 698540
1 2123361 73329 21424 108809 2191935 315 728072 2141 223721 10692 12270 21889 890121
1 9042410 347019 103217 95656 4429595 616 70855 9599 9860339 402847 124363 552152 8639226
1 259177 2938541 3609189 771801 993582 253 67548 876 30608 3464 309846 298241 130076
1 667307 16638 12937 2551279 521968 338 484590 1262 43015 9708 27400 30902 115258
1 3872223 54103 394219 9115593 1241033 276 686299 457 31004 1254 218677 90807 482665
1 3456132 163036 13864 2169784 54711 374 350197 630 1421185 2049 718217 630201 2756441
1 7566969 10040 551651 591644 2343868 157 6075299 786 786551 1982 90950 63404 682206
1 1408200 103071 49405 15292 8933421 191 1251854 309 360924 7891 109390 65562 290404
1 4878453 38244 36531 23798 95209 703 2804065 1820 13345 2282 505322 579650 2874822
1 2664100 18826 73009 961647 467936 875 73963 4746 8802956 24020 548797 537396 2263178
1 1805990 151784 365935 10631 7747649 160 1504142 9939 4842816 18944 182465 113705 981908
1 448529 29143 162020 295210 4905895 190 1179969 1026 1337334 12176 11824 27230 599033
1 1185311 10220 37268 6951899 2901849 152 1176861 1050 15020 3068 149019 92901 928404
1 387574 304137 20565 15614 40301 795 19296 1708 42428 2390 15514 21721 771429
1 279792 3710429 361930 265804 60148 466 125203 4249 3345690 11145 32555 44809 201500
1 127990 2693864 447237 83630 3442783 357 25827 414 296606 1226 107544 69416 70830
1 1853179 4865045 2599559 15531 598470 640 786956 1961 1861831 8576 47619 46081 704388
1 72414 5423666 59847 4183710 4930876 179 8164515 380 1650049 1026 17924 13331 44173
1 6557177 68988 7332459 78312 46595 230 21809 420 9875546 7919 226777 248998 1474961
1 1755619 14938 53926 213769 56993 159 784351 1223 1763347 1705 202764 180847 3428378
1 1018551 129499 1283067 98809 9855471 3289 8511007 6533 387418 44305 174190 259366 707376
1 460054 11821 2385638 3463154 4408700 312 128676 466 1349727 1704 16446 16342 354198
1 1792629 1905403 234160 4413794 336246 186 28343 667 91789 1299 639632 496813 957740
1 370663 451373 57035 130761 1182469 191 2965125 295 30880 866 218718 214915 384218
1 236113 55735 5734940 1394005 4426319 191 8389552 496 67147 1649 47635 22343 38244
1 475083 43883 30321 6093031 263239 449 466365 4302 4856583 5153 1255613 461038 487297
1 4726638 11305 592732 8888493 1446613 576 479944 827 1675603 1077 72287 28727 158577
1 8368148 46415 273388 150678 340379 4494 8353116 12871 37572 17464 900041 544770 5631186
1 4205143 44538 5779472 24918 95837 1014 144623 1446 71328 2885 56604 51518 2708347
1 171790 1520838 33352 81950 393280 706 52677 4101 43218 5555 15689 30142 389977
1 1420590 91445 100912 11083 101424 461 43455 1324 691476 29170 465875 532711 883386
1 2300363 32687 68261 116188 38822 352 609299 2776 15789 2993 13996 11553 663858
1 564084 47782 39267 361036 464426 1119 888943 2623 3807759 7816 19025 23075 9561543
1 34637 116678 3022318 342647 1542181 176 5533369 1021 4145586 3680 23094 18424 65214
1 665393 51181 836140 37446 7052218 225 3591689 263 3378538 4664 13568 13024 137527
1 488118 21345 36145 584345 69751 869 34855 1622 93564 5094 24249 34314 601331
1 801677 5593569 12731 3065486 3691401 161 757304 204 1868084 50400 59434 103464 2084213
1 1195426 4947688 39531 2750185 865179 344 13311 877 4189257 21955 403210 236246 647673
1 2438347 48074 225703 55656 222058 900 38804 3402 16544 3762 441942 472488 999535
1 1357084 26776 312715 8417738 2342996 1621 573419 4056 116980 31019 117504 168954 855895
1 657841 233543 108527 1100013 1394398 884 27155 1071 623419 17797 207166 133554 487010
1 3417140 3913807 319561 6958521 324578 2042 2468755 4280 131693 8070 487727 245727 2310408
1 269062 120071 59343 245980 374053 927 819829 957 653477 11559 14579 24716 150730
1 5803573 145391 13142 15646 1097157 1227 1978582 1316 219286 15683 162222 135292 798052
1 1245465 88674 109019 1790010 290133 199 56060 575 3519918 1857 82861 70746 204965
1 7665337 5549241 12100 10361 6453769 155 302951 929 6155802 63409 328327 388346 1815228
1 1735058 116949 362955 3137912 571315 17921 313889 21527 98713 32142 576402 208897 518237
1 114320 111769 166842 42261 1160358 209 34059 313 45221 3873 151386 129579 62689
1 1294592 4343722 176224 21537 8558142 1084 47508 4410 73164 5805 798247 614292 3017551
1 613912 1543070 292819 25315 251166 719 4733997 3256 1500879 4807 104045 101301 725727
1 3428715 1295005 1388746 9098199 3492060 417 11037 557 186224 14251 1300990 458997 1276529
1 2677104 370957 1698170 1736168 704791 14650 724134 17086 5649049 170808 849150 703491 2016557
1 3043718 23481 2094291 6213007 1438470 355 930477 449 346484 3592 11000 13123 82567
1 31630 80959 510062 100748 131713 154 48179 412 32042 510 13671 5866 28288
1 362580 4227766 812139 1699589 3438096 315 956529 957 326071 1555 88270 72295 116226
1 6592201 3745886 11117 266652 150800 175 288135 1596 1370238 18737 126079 96788 626598
1 8553338 128448 1715003 3065533 1601067 642 2039104 2180 34837 4069 298955 302773 3300316
1 293009 2440215 64216 15308 1906499 247 168638 259 70012 459 41180 39926 253190
1 7842331 21724 1788834 458561 1937948 552 17029 912 7275934 1327 47000 37157 177615
1 533574 218192 49150 31835 1369078 1317 16785 2219 30967 2524 39632 24036 208981
1 3869261 6493160 233790 37219 5140763 961 2514109 36382 75569 38687 267280 257822 8285211
1 903888 636148 21917 14682 374809 705 9454831 11848 178027 22011 26885 39669 800363
1 2135452 333309 59698 32379 8135818 933 547285 13844 7029096 15263 45266 52941 232904
1 199049 141987 81015 2598679 620072 2742 5864055 14016 538442 32406 87647 143313 341850
1 33380 90606 9546838 3811595 5251717 1568 2856453 2069 22731 2974 10472 13363 22146
1 219287 507785 749270 149408 64273 969 105939 3590 4630494 5243 11673 17462 319722
1 704777 6232628 12356 13771 2639955 379 10569 1050 403208 1074 49743 30907 238178
1 9848154 2217670 12935 21488 928195 176 2271766 10497 620253 30459 30128 66956 1269767
1 2242619 14442 17002 1007671 4967673 987 2431972 3022 2759914 105636 24809 141729 4806233
1 5232254 187619 77536 178156 89278 167 272896 3429 1461469 3499 126966 103227 840091
1 235633 100817 90927 1849771 189716 662 490431 1962 326031 18136 37847 39122 198502
1 1822581 22614 2947065 596173 460728 216 17487 1334 194622 14708 72125 82173 4976477
1 20878 22835 47083 2968799 1780818 266 3120488 595 454061 889 16219 10458 10653
1 3918984 125490 7387429 1442429 9272851 178 5866082 3520 2729604 22048 44740 62752 664663
1 59632 706905 7463883 1100541 101048 299 6646150 326 33896 664 11527 7199 65486
1 508875 694850 73703 18748 88696 244 11962 1245 44596 4700 51740 34666 352600
1 943243 465556 25001 39284 33265 205 15418 1366 120830 5167 331650 281192 464832
1 495828 8273174 18607 3117668 1933490 908 182920 10613 79398 11655 261341 136125 306080
1 2399536 4367583 130229 42433 4959158 1042 9556124 68480 2393244 72810 86410 124289 2211649
1 366958 24247 1330017 94532 2893097 2063 109224 5443 3622646 7451 90333 59650 107630
1 1322292 1192289 18104 25603 2321546 548 3971931 1093 13868 1853 809335 642576 513178
1 326186 504634 9316991 209209 1804078 157 40622 543 6017088 589 67117 98650 232250
1 2191450 617397 10278 1841350 50409 299 122632 2867 383051 7120 39658 27490 212742
1 157649 285535 55180 534726 1109490 186 4708007 4273 23314 4737 169442 63441 149208
1 3474589 49430 4896797 3359776 1354114 4700 4269605 5518 1027986 54989 445047 316349 6087404
1 553060 86870 43946 237842 4281680 157 211306 383 598893 69894 747058 664438 335120
1 4240156 99129 71658 150193 67928 467 25913 2506 1052781 3487 402193 291531 6819102
1 9138500 79835 10551 9798443 1559699 837 1306596 1350 2108916 110086 188610 290040 1629988
1 2896637 726864 829720 375171 754292 561 1774825 676 956139 6474 35996 35391 250555
1 153689 479917 94687 15032 148159 988 257638 1863 103565 2434 34183 35820 309090
1 41632 1605042 467556 19104 164406 360 212967 625 826367 1398 29599 25798 22136
1 3593277 5700796 25464 171989 51238 435 209995 837 2234056 1913 520313 483965 5700459
1 2689576 8996078 7364302 1821026 357713 539 34535 752 49747 4578 569006 625311 5582511
1 1844342 309356 1115991 2406941 5429485 544 5038617 29832 1063701 51220 151295 141996 1587320
1 318684 735855 515007 91236 80854 165 4610418 2203 2410495 7191 114983 161263 297123
1 2538545 25905 68958 32375 175916 218 217836 1421 24687 3889 139016 151396 9120303
1 145499 52856 424883 5144364 6824697 486 1819563 5123 78242 5708 28156 26416 42436
1 400460 170319 3879631 80972 5385367 767 121356 3167 17921 3666 77995 47722 824858
1 494734 13020 9135844 1086152 381114 909 2148706 921 17527 1418 1049748 595851 155008
1 2012747 231707 43116 266331 42856 953 752146 1203 306317 2493 168085 111417 1277443
1 2479577 7576501 6475416 76818 159889 293 579387 966 1632499 9186 27703 36592 910418
1 692777 71544 133479 61526 166988 4991 6891900 23356 5747033 23661 71456 113964 8331656
1 6211884 9289432 12614 255653 2520134 179 5500596 628 5395760 59281 59489 151937 2679189
1 7863881 30330 2562081 26769 4201658 507 242639 658 258820 30160 23662 46071 365121
1 1597250 25216 5765635 386577 3292978 211 112969 3878 400911 92920 302055 434765 4214177
1 134292 218403 15514 21602 253299 463 1420287 862 3212349 9250 80501 49900 232460
1 3210350 338335 165621 1401240 1758950 160 1455150 885 122036 4069 76588 34888 201210
1 826864 51187 71126 3943268 510485 1825 5837759 2593 1990637 33225 638689 404663 303050
1 1313157 1790471 914344 285326 703905 3538 557031 7534 33669 8803 13125 17657 244234
1 1324638 758600 1824620 4539733 1098552 328 1541410 1314 226684 8864 310464 278811 491095
1 1231978 949444 14393 4008846 342254 616 1132731 2263 34471 4420 54673 34955 121367
1 2181570 161491 2098122 284032 293556 690 4216038 4106 422706 13215 48654 43159 807954
1 535977 3771922 23067 44922 7178041 335 51355 952 8062985 10913 19125 23058 293513
1 237413 1764261 517135 804574 1638404 497 460617 694 328625 5741 188151 164813 85138
1 1722628 430111 268461 198984 203827 175 28079 2412 38445 4747 169206 124152 851566
1 7814082 1053970 67440 2423958 77007 214 22012 648 2036109 847 316750 174729 1802032
1 1246366 7142403 64515 83974 2367179 226 870136 4000 314735 9026 413547 211057 659640
1 1983704 5924048 15441 221842 38392 1089 74336 3674 623804 5070 646870 256516 1306027
1 6142305 9167060 787287 335825 1019945 235 46632 528 6749014 41309 71651 91890 638475
1 9411563 417353 182745 754322 6170233 615 23989 1415 2456584 6279 207914 205487 5885642
1 6874144 3911875 2002115 4043849 861754 437 6871640 672 7939205 2144 180355 137154 640229
1 759345 248039 1435694 31804 385193 2634 102969 4647 100619 9357 37807 48196 3893104
1 50705 1355685 81320 240762 1022276 503 78173 803 119634 4716 12802 12602 137805
1 3145885 27874 10546 3860501 41149 491 3269398 5007 227177 10234 24130 28240 1097426
1 5288968 239241 4062067 177226 1564252 213 34421 3042 260566 9118 103645 88222 1025714
1 761636 155990 1089809 58775 3791061 473 392740 2756 7992007 3394 124488 94329 255913
1 278326 33620 15108 834805 637703 904 6371505 2405 5974513 7213 221554 95859 108292
1 841422 79116 16267 27542 1546202 155 48181 813 161600 1513 93320 40786 148292
1 487579 65956 14031 59912 86268 947 1615961 3408 997110 4178 31149 22596 122365
1 1909201 1682064 81455 775766 72401 386 3032211 1899 2533279 9858 235928 160626 1035755
1 1693955 662797 1039350 43826 62293 1457 7980007 1691 391847 2243 692969 611419 1446765
1 2834402 12761 62620 16611 196155 170 258933 296 164483 7119 74784 37620 345973
1 1881490 143279 30736 4041874 69113 347 11512 1155 9645615 2546 218562 111691 1245846
1 862403 269319 86514 54191 33215 230 5033564 362 8810402 1016 418540 347721 1936425
1 882097 2394200 603399 12559 861558 564 1115403 953 436386 7399 51918 61155 229139
1 4169544 55383 2948014 264701 681134 705 6768603 2202 2573973 3100 327200 441452 2212824
1 608899 36904 192314 46083 113742 263 382567 336 30564 659 21788 16175 364588
1 1354705 10288 8786275 160736 2532056 353 341189 496 3638285 1158 69086 57302 7662524
1 2548925 44756 2184883 1720843 81244 2385 6786229 5553 33259 6120 90996 102493 415911
1 2619400 451975 5862393 1441068 101335 3933 40784 9383 483133 13890 938811 548338 2404726
1 3934900 2938448 477818 88047 62968 179 15757 378 904633 1724 379988 440301 4906372
1 875751 15543 938359 193519 1292227 340 28121 2602 991595 26138 102671 176169 395296
1 1792407 419846 69062 20568 41971 1254 27684 1877 2774475 2268 27975 16808 190873
1 1436263 165992 378517 5763371 414606 1480 94810 4064 730372 28294 995118 598795 653467
1 533434 103360 4362567 10359 3949538 629 1410861 2634 694441 12309 320440 194546 166584
1 2921089 139426 98198 19877 4136135 220 2614221 5217 464049 7698 100392 41671 285402
1 2734430 32191 928657 114473 2437832 290 38890 529 1897635 16654 20732 31030 272754
1 541857 28194 17719 32275 1087828 460 627200 533 57997 7677 83829 100438 1647382
1 3202898 64191 9535032 1692634 164474 5241 709784 6664 99002 7870 319118 211654 1703024
1 9341955 981342 249870 692459 7498843 7221 311592 15809 8992909 35309 322838 301000 1516947
1 2067521 42425 14167 75244 150141 212 27804 419 4453279 5011 632531 241712 679077
1 2315401 11767 7594936 484402 251522 487 2489043 1076 3304076 2122 12332 11021 301478
1 5921729 10833 1836568 136027 767538 262 1834307 2169 33005 3109 251400 162135 1247713
1 365691 1328949 10634 11390 6569799 221 86353 1250 110376 5512 614968 748170 143965
1 432806 60455 800927 1711440 1531123 179 104408 212 7473851 840 198864 289598 524598
1 2530736 337627 753710 24111 129498 387 529801 577 375289 1305 632994 425455 7743147
1 1488601 1876776 1933625 12387 794547 237 5354884 505 8398563 5620 544770 346038 529661
1 1171724 842593 106827 1281046 346968 602 317710 8728 4981815 66622 141984 263294 1711740
1 6619144 1730904 1256349 6771375 169623 1373 455225 1565 32221 2261 267101 148429 852078
1 833461 32115 13559 1127453 196828 203 1169046 2018 643417 4760 49619 58722 268957
1 4139630 78314 2568921 72715 483030 1006 49880 2075 1234531 26396 659744 235725 934101
1 1110881 265385 165413 14727 248510 2202 28295 7300 750664 21648 94120 84366 288839
1 216468 22838 1408846 26132 5211639 1080 18663 1122 35406 1701 19037 27267 2159311
1 233720 80028 2199505 14519 800995 165 757764 356 903119 8660 56415 69275 429055
1 845573 38912 14169 111941 2588471 198 208396 204 1292817 24322 111076 86575 817872
1 2539045 193777 84415 2527492 201931 662 1742406 889 8482475 7855 18855 17730 125484
1 5393646 22643 8425369 1319775 34164 228 185320 1232 1919795 1692 20317 9610 93830
1 820309 1289429 10608 2913782 3065919 290 7795413 509 31279 843 10785 9682 272281
1 1070283 100554 147937 339823 268736 355 30669 2150 7928070 2488 92652 91704 7422790
1 520480 6527509 19294 2502480 998397 851 5794938 907 1986946 13278 89973 67869 722576
1 105373 7758655 10077 33105 80203 180 68914 765 4136851 1137 17311 9018 20967
1 361996 9032541 16894 156567 31552 885 157519 4089 2081350 5998 303285 231860 477262
1 403141 28752 153343 146618 828411 2235 1239802 2484 149069 4265 584585 227773 276316
1 1578006 1161334 519193 1622225 393387 161 218468 5205 21488 6353 1276683 507062 988500
1 115813 992641 263606 45888 246544 768 259381 1054 16765 1241 78200 125796 94081
1 2852333 1847096 377222 2649968 604084 4947 2574260 71168 183665 73382 210809 278181 9649810
1 2169025 24387 1574739 457880 2348549 281 59221 1107 37204 1553 38084 24607 697992
1 1720142 51446 16927 16589 1223250 631 234110 746 239026 7935 10185 16493 9164068
1 276319 100469 422491 5080968 669515 1566 92600 4387 42024 7191 347496 309282 33376
1 229173 6625070 13254 11680 161297 165 54564 721 41648 6803 67498 85694 100570
1 261108 35905 673284 10483 2745048 217 431326 542 193892 41881 260829 164016 274565
1 3736338 21080 26757 125545 1249985 577 1845346 597 4657134 1351 237849 87564 635225
1 2594224 174020 77533 90098 1255340 4713 108365 10694 300574 28357 637904 206099 479652
1 362441 850795 658217 2615892 5516880 160 122598 252 2720609 8245 28392 26848 94201
1 793637 29004 45497 3356857 8768382 3804 745810 5119 5465093 12258 340278 195672 315938
1 1268175 163797 4344311 418277 886950 720 376274 1743 1056052 7318 85099 95086 577067
1 8318133 50004 26307 39561 232011 809 329400 1392 20800 1652 221661 137231 1839633
1 1706297 40682 8650723 129008 1373978 483 10202 1722 5846907 6043 489846 328990 6093737
1 1833363 1814017 70451 314301 252027 528 61401 1652 5056556 6396 35040 27555 691388
1 778603 2456147 6490437 491953 145434 224 7291729 11650 5196811 28392 174998 184319 781866
1 276979 967849 3360157 3147686 8141554 368 36323 691 382676 28543 307136 182861 391698
1 1449184 1132703 6138880 10361 2804286 201 6340960 4365 152707 6153 353511 321845 1493370
1 4055890 21019 655936 83958 8233727 211 108983 481 664631 1495 16506 18753 187770
1 7595175 59854 1301931 590258 499383 166 1274537 700 4624552 3010 43079 35697 751814
1 1814119 133233 813766 365688 179703 1340 8570469 2016 3232214 12697 439516 147872 465288
1 55053 1330810 570750 6469567 20330 254 33070 583 6237671 1738 21376 20291 137460
1 1994913 45744 139533 376614 222228 154 7859126 156 121693 166 365852 130667 417027
1 627074 308661 62359 112164 39390 852 10745 908 1757148 1049 194448 207823 189361
1 822726 406744 32471 18982 34091 608 515635 2987 6229504 5660 186846 165817 1222889
1 3931292 15789 92977 352649 38725 1149 5668270 3038 3073036 9187 11754 22362 498113
1 242384 74152 869807 61022 215366 280 412220 525 1940002 559 283519 394602 91925
1 6231616 457352 1576112 812043 64706 748 36048 1467 417338 5035 412289 224176 566473
1 8258633 1667665 84606 2358401 1640014 218 70324 1641 1236625 89885 124158 164386 4485984
1 2206877 15033 10385 173612 3689368 577 53173 1177 2004087 6742 61822 29036 230649
1 582413 59360 22837 9850959 60769 241 1472443 478 76849 1034 90284 44064 221569
1 880679 4030656 314020 65406 720517 241 77119 8521 82453 21007 37280 67649 1535544
1 474384 29258 143109 177776 2695822 393 9523687 1177 5153663 6847 408784 146895 194985
1 1461712 477740 12847 405494 27977 161 8327019 334 4578233 4344 186448 213292 827217
1 2439749 23998 47166 549525 468049 3314 22170 5708 21290 9788 276569 220454 713971
1 3428972 13393 15007 540058 924945 435 25633 488 3521151 43422 652409 241687 912818
1 1528062 947436 573305 88013 1147681 2194 1314202 7949 379575 49096 1252263 492989 997116
1 3107382 517712 50640 65441 1708185 1322 1747452 62089 5037658 63017 485606 420797 3701671
1 3989278 60434 130334 3457299 10552 594 187978 641 128850 785 12096 9573 97931
1 427069 2952747 46700 1391403 55340 894 27589 3938 63314 7201 25169 40843 485875
1 330067 18220 21128 10350 8741729 941 47912 986 104681 3228 105335 117304 270764
1 411598 1024986 8807828 45372 6357027 179 8302730 1118 1334635 9180 43606 60274 1383137
1 991956 3614112 38493 242938 131240 367 144543 556 665835 684 42789 21184 76141
1 4710134 435979 86926 253197 8345228 1092 460883 4688 1030069 17414 589347 265441 992486
1 1718907 5653635 147742 3355487 5825214 160 311608 1581 4343910 4980 275475 343697 2193782
1 820804 103942 197394 158480 370549 797 617254 1187 162460 6948 528468 443667 215997
1 3381353 152920 30904 340548 10292 530 140620 1497 7117169 1733 11391 8424 43521
1 398913 31543 15223 3724237 588786 819 1117129 1097 1315255 20330 280416 134450 584179
