scenario N1 N2 N3 N4 N5 ta raa t1 N6 t2 N7 t3 Nanc
1 558373 301343 112494 61726 118107 5962 0.0895485654473305 11435 84250 27975 128152 168192 11960220
1 753729 118392 89376 72903 50006 6767 0.149720653891563 17690 78398 23446 143311 112442 10228135
1 560920 269050 166444 136529 149800 2238 0.243909299373627 42392 367383 61124 301662 187376 12892842
1 738852 427111 54122 79495 196181 1366 0.210141822695732 37850 439950 106856 103585 191071 6366166
1 541750 243524 55329 78323 125979 2165 0.173049554228783 16095 71446 42279 147019 154587 5827497
1 538199 706394 58266 112449 184967 7906 0.228941291570663 31136 199202 72844 229365 184536 3919599
1 890485 146532 168450 75972 85121 7002 0.241995930671692 40759 496066 62634 355331 189789 8287200
1 603194 207486 68598 146014 142356 327 0.136685609817505 47996 213729 152683 69021 182816 11993348
1 882926 245028 108714 51658 60702 2320 0.184812977910042 8536 315616 90669 54148 153686 14489083
1 570194 186441 190265 94154 112457 340 0.109504170715809 29877 158593 88271 56093 124135 6684341
1 828257 162034 56843 75070 58014 2580 0.178353741765022 12418 439342 62474 90020 156958 10971042
1 800291 165077 54042 170524 119738 964 0.0854997187852859 31647 290285 111976 234005 184026 8632110
1 537797 458464 168191 93721 73797 6913 0.204519346356392 24938 358931 59894 131481 174602 4637855
1 521593 150304 68702 90390 127122 4419 0.206494554877281 8956 100289 54069 70858 116370 5586697
1 558806 122950 135771 63403 51152 6037 0.1584442704916 10518 422419 18782 246197 160778 8923718
1 613280 105240 53570 98262 155799 3376 0.103228077292442 57123 74212 59512 73966 171550 13144604
1 780800 188748 86652 189398 121924 4318 0.205866068601608 18357 157818 95767 80344 152035 9305186
1 780013 193459 130305 68234 59746 9199 0.133679836988449 12805 209194 112059 108265 149908 6715589
1 677734 241865 58006 157812 56530 7115 0.163395285606384 47268 373948 87123 137580 171180 13878449
1 788076 167032 50052 194802 70218 2142 0.172046631574631 19359 275441 88136 121429 191286 3632295
1 700551 215706 150830 161671 100269 8257 0.218859359622002 72120 314796 76623 138716 168308 7067340
1 518654 308870 77744 59276 158065 3016 0.130489841103554 14454 107059 54277 475110 198374 4187168
1 797157 207678 70653 61730 61581 2761 0.111907452344894 17871 150920 31923 203565 186917 11928281
1 647650 525117 130468 121801 69242 6507 0.1893570125103 18789 59065 36175 132386 139884 6744618
1 526692 217430 103545 117665 195889 8963 0.0730273276567459 81449 84321 128529 50340 174462 9587826
1 526296 401862 81271 87883 116413 3795 0.208711847662926 61233 271806 133430 51290 169320 9888129
1 692582 253038 105982 64702 59833 7103 0.240634202957153 7450 215734 29882 240136 190467 7348250
1 859337 113319 59941 165602 86719 6906 0.13188835978508 53188 177288 62368 79777 134328 5032538
1 503710 173856 117396 160522 170287 9015 0.055329792201519 9857 271052 30222 122706 153194 10203174
1 506640 107799 57910 62580 158305 445 0.192844048142433 5366 261055 51081 152043 178066 4771405
1 633414 271361 66191 133707 150869 339 0.168960079550743 29750 98965 46300 156158 197262 10718316
1 571911 527351 193732 72053 86635 1159 0.0917353630065918 9663 307705 71156 127752 197848 9058775
1 653681 135690 163562 163160 92225 547 0.203986942768097 47830 330890 89796 75426 168155 5175634
1 534092 598973 102580 59169 70959 887 0.168571397662163 22376 225933 95907 58532 148325 4771703
1 531837 178218 100629 197291 128521 2665 0.244694039225578 42111 216349 52667 277363 171300 7364978
1 569778 219548 189555 70304 72437 1327 0.24667327105999 34094 180935 77792 75759 118499 11827453
1 512564 554231 109486 88169 83371 1307 0.156701907515526 16731 126546 36691 106258 145374 13477515
1 782737 102862 62262 118361 105549 3902 0.171132832765579 13287 334084 105317 111732 175986 11036290
1 929933 304017 55688 199770 91433 893 0.215151265263557 36026 213017 113733 75461 158339 13864433
1 841932 130189 65677 57895 54680 7667 0.172373533248901 10089 355396 30973 151050 155568 11830824
1 564280 424953 118694 134413 54523 8414 0.123391024768353 24016 399235 93183 145682 175603 4813409
1 528722 100239 50363 138373 71039 3493 0.230106189846992 16107 100273 55601 209642 119133 7252925
1 510395 458413 90726 123526 101166 2652 0.0694925934076309 20431 320626 60421 117730 164294 5156639
1 572133 157911 82615 75240 50869 3967 0.111455336213112 35373 225270 88770 82797 137676 4394912
1 670680 175440 197082 184659 171429 9439 0.247656926512718 13868 69795 60015 211461 174034 13039154
1 702032 579608 129016 63784 144359 8085 0.176398620009422 19268 210889 60431 116326 157583 6390098
1 546999 803034 75257 137586 194986 6568 0.244945615530014 12101 60991 23227 116837 160674 5923536
1 511466 243721 165491 103225 143171 5858 0.0672641471028328 29139 79538 62032 188737 175029 2852939
1 559100 107640 73846 124450 53671 792 0.215701252222061 12531 319025 27274 145220 121151 12466798
1 575789 153814 52926 142834 77939 9815 0.129356235265732 40589 272887 98144 113050 135415 7747709
1 567549 135805 53643 191513 70952 2105 0.190012976527214 15819 372676 63474 282265 166104 4513249
1 715531 728968 107130 89498 79249 6199 0.236764848232269 32003 127130 76633 186596 166317 13747339
1 790052 138744 116997 154838 139510 2728 0.0749582722783089 34699 102388 67291 110016 193135 10614338
1 527604 145190 114675 80123 95933 1967 0.246961206197739 12495 115488 16473 182317 180528 3528935
1 655121 216967 133702 60218 179277 2973 0.117259994149208 38882 175507 125469 117285 193630 10721205
1 801067 182146 160066 92582 94448 883 0.0907766968011856 39109 294176 97757 90456 196528 12244305
1 516264 428159 95077 140202 60535 360 0.197382166981697 5013 200117 83970 110154 194983 9758857
1 633856 226020 68576 53460 78156 1935 0.0501124635338783 12209 209242 49870 430636 171890 14895111
1 726703 114778 53943 91214 177680 514 0.106814861297607 19653 132006 60061 169670 145733 7926368
1 511726 164217 72963 56597 50227 1058 0.246381878852844 17599 76404 27729 91285 145945 9568919
1 555188 294782 98174 195144 83962 5118 0.0724955424666405 29172 71531 46409 71669 99469 10102384
1 782294 105186 65682 139966 71516 2129 0.161318272352219 19676 85092 49011 138083 158393 6360658
1 630005 324404 163438 63823 142990 338 0.240417629480362 10151 94738 38764 149456 171685 9705909
1 669961 344684 90614 184545 74818 1200 0.230104804039001 52145 54121 66264 94353 165851 9066541
1 510519 208304 54762 63412 132364 4626 0.232529357075691 23306 141655 25149 105691 93790 6898077
1 824329 214979 74947 150842 126949 1778 0.240138754248619 20913 114079 58753 167782 185126 6860482
1 895086 181561 146744 59983 91012 9709 0.214162915945053 27756 401489 100577 67906 147514 6599768
1 602519 315485 52934 178852 82634 5388 0.184787034988403 34941 68936 80650 257560 167870 4962390
1 534810 125692 120737 67129 118572 2359 0.223548099398613 53613 73454 58278 260598 188570 7875348
1 671949 706423 161557 67388 71353 7957 0.16714134812355 21912 422005 97603 122648 166725 3821358
1 657241 493823 134980 59210 66308 1017 0.131189972162247 19738 266713 110113 125260 166940 10554017
1 604293 410063 167585 57184 175654 6944 0.140551760792732 41037 168350 41220 154208 185512 5070560
1 548505 253081 93074 65204 51082 5047 0.182178840041161 16420 67565 61103 63771 115440 2560312
1 543758 235052 108976 64484 107441 881 0.0908836722373962 7406 76541 35700 215214 192756 4628145
1 562864 101995 79275 79577 193462 5720 0.132956519722939 12128 91522 17891 122593 180992 12220198
1 958804 153857 53301 98839 196820 4118 0.108400143682957 12444 328460 91798 91585 153985 4645496
1 910182 135528 99913 146232 153818 704 0.238363847136497 54313 484740 80782 312248 197252 12236159
1 625559 126296 132296 168716 54424 6555 0.123246468603611 8669 350961 53381 215784 160589 9910060
1 558822 245161 145953 54267 62141 429 0.130251258611679 10582 121746 44692 128147 190115 9010872
1 725555 493431 75451 58360 74194 7341 0.100892789661884 14830 410809 38686 235121 175780 5379307
1 554770 352280 126100 63063 96683 305 0.245839491486549 35014 81519 44468 154666 166121 3649270
1 605571 387065 71536 160532 120894 4977 0.22357402741909 21887 223030 113717 100935 161194 3499355
1 524910 193296 73970 55794 58509 1019 0.120342634618282 27231 168116 58215 82015 175239 13547679
1 775360 189062 64290 101766 178399 1985 0.197833925485611 31149 340010 93653 86716 146075 6112682
1 694755 201000 60078 99367 158481 2247 0.164949357509613 28715 152634 82463 84356 164004 4650841
1 670025 164392 92016 165364 194987 5877 0.0821743533015251 53970 485183 55151 99762 112441 4798807
1 575061 130460 127284 143824 63915 1120 0.160027176141739 38609 111142 70718 284883 167432 3135107
1 918875 143918 95072 99378 65919 1970 0.150825440883636 7044 372571 108135 106678 175174 12385855
1 513850 627753 184530 143202 55212 5052 0.249709948897362 21565 358652 59205 269443 177073 11898932
1 565717 359508 56353 72580 184290 2171 0.241238042712212 18670 477189 87052 64385 168748 10013309
1 542059 262301 174551 97202 129726 778 0.0871652066707611 6792 155103 86481 103548 165307 10895000
1 674076 124522 188844 66803 82345 395 0.195155620574951 16222 83720 28259 393690 197706 10055782
1 837362 235888 70242 170259 106850 6252 0.105088457465172 52775 63291 72958 222239 170406 3234932
1 785349 113219 55505 88023 54833 7285 0.132724314928055 13874 62318 16878 320751 176283 10393588
1 603945 189367 129135 162116 117602 2239 0.096960112452507 17672 138238 53761 211119 162174 2897638
1 507377 987635 137521 108678 90192 9260 0.110598750412464 15181 232655 110817 54916 191714 6241618
1 708655 107438 60430 91977 67485 316 0.114837728440762 20698 285076 62490 78644 120393 14307839
1 812483 300053 77274 88103 194785 964 0.230938941240311 31388 132631 99553 72037 141182 11287505
1 625735 129966 76552 71269 88341 316 0.17544037103653 8064 85950 27908 194615 173398 7604359
1 530084 109739 178696 143780 82826 1988 0.128581821918488 15813 391601 123048 105440 178223 4709156
1 812840 121893 52722 62270 105899 474 0.1426050812006 8588 154344 67591 234902 189571 14742721
1 555044 116735 63121 124021 163342 5861 0.174434781074524 9444 163532 15218 218324 157744 8871923
1 767082 391280 73292 52194 52061 4241 0.162048816680908 8826 137315 69878 89822 122637 5602701
1 507656 176945 65272 135370 142605 6736 0.246582195162773 8871 85497 31834 254901 137769 11156599
1 500747 126343 72199 71627 167897 2925 0.17808598279953 13638 62430 28312 286905 148299 6152048
1 557622 160913 66601 156070 95605 5519 0.191760390996933 11271 266173 132703 94290 154116 3546000
1 667829 204120 82184 140435 168043 2805 0.244280353188515 21007 190403 30946 153974 170469 11109381
1 713252 242494 116182 77862 51020 2989 0.0678493902087212 7059 138215 47181 127836 165575 5613727
1 987209 133301 176306 92074 188547 362 0.247558459639549 58079 79303 78062 60431 132055 13893244
1 620479 102715 145830 66759 115764 4918 0.131627544760704 42617 484285 68400 453818 173677 14949455
1 557337 351587 73079 91294 161568 6822 0.195498004555702 17185 298350 25750 242029 153752 11419827
1 661632 930532 67930 122513 145647 6316 0.106318019330502 60603 439192 82558 117647 189915 3190138
1 560918 214277 80429 88090 59653 8901 0.0758800506591797 20493 343206 26444 78726 119922 3541719
1 666031 150066 57883 90301 75672 4123 0.0569159910082817 5047 54131 11606 150074 186251 14088502
1 615273 139441 65759 113455 59976 5727 0.186019107699394 7971 336893 42647 114377 131266 2706433
1 694104 148176 62173 67521 133145 1593 0.219290137290955 31904 168893 115015 171430 174313 10461241
1 533172 963564 50548 68194 139073 4284 0.0813931524753571 28244 362270 80020 111692 183345 2439996
1 756671 568194 76419 148817 117324 2760 0.0788065493106842 34991 151512 47711 165366 176921 13604614
1 821772 173169 185445 61400 63252 4076 0.119795128703117 8570 133067 27741 208279 198840 14196641
1 661325 165535 77315 68849 84946 2123 0.124315984547138 16438 139456 29486 111871 162114 13682877
1 620205 132073 66631 52623 85495 8584 0.198713347315788 24045 179602 35674 109347 93495 6152220
1 536100 570303 87719 88233 133837 1474 0.24934233725071 47060 284364 104902 93647 167169 13181544
1 522801 164500 198150 68178 61650 1566 0.174194902181625 14798 56842 31122 108994 119446 2330394
1 575524 450623 71162 63720 179736 1249 0.213125765323639 18980 92603 45129 216967 190883 5179046
1 553258 213975 143243 77239 147781 5398 0.0507424175739288 17376 443970 30962 252687 185427 5303459
1 533198 176813 88992 52611 98436 618 0.216992318630219 11545 440001 31465 128806 130262 11429545
1 835213 280187 56477 66569 193498 4802 0.156219363212585 26902 193614 74659 177156 149973 3036740
1 559517 165539 129605 143726 128594 6679 0.121847853064537 36973 81488 54010 69032 79328 5870213
1 612031 209240 67642 88334 161649 1614 0.135488167405128 30877 497305 74902 53690 129319 9611388
1 565327 264748 167948 159776 88315 1034 0.143094673752785 14226 65958 39431 220082 172704 12198675
1 807558 157351 64396 86955 170616 3665 0.2320307046175 37664 56000 62385 363665 182442 2989051
1 529198 119136 112575 148383 76907 529 0.165255308151245 25256 149450 54608 419600 179731 3858767
1 587417 152077 171971 69322 140155 585 0.18419474363327 10557 98551 19769 242568 190051 11022294
1 745064 136282 139494 156050 76319 1434 0.114824995398521 18710 237853 65705 72224 163127 7634987
1 765173 164966 118385 117907 65003 2737 0.158644527196884 22368 231538 112180 50102 156527 3396480
1 506647 805997 144384 107936 69521 404 0.10855420678854 18078 66260 38679 187811 151847 7608476
1 582247 179964 66559 50646 142113 3001 0.123395822942257 39457 347550 62477 141306 188050 3215765
1 656442 198597 87675 81828 114532 2278 0.199989885091782 17312 410882 17810 164976 174162 13942637
1 511504 100858 133643 82500 186610 1567 0.0815628543496132 15030 210550 37649 434204 189354 6845282
1 503472 201778 145644 179945 90160 3100 0.214039668440819 26321 380968 82061 350794 161921 8419959
1 580051 326831 82939 124606 199250 552 0.100634180009365 39949 79628 53637 146736 186197 10133274
1 944692 124702 74764 97570 83264 1076 0.233464434742928 38694 258862 88883 56808 139152 5640641
1 548899 625531 184376 124687 75514 9954 0.114105559885502 44475 354326 68349 121689 192330 3112582
1 519828 806491 121141 68485 106569 6074 0.0564438663423061 19745 164357 65486 333228 158816 9585377
1 630463 168764 116305 62891 112142 2736 0.169324889779091 37095 311826 109120 53448 155169 2984040
1 554027 367174 71315 67252 84383 2860 0.222679525613785 26653 202607 28584 198998 164801 6587573
1 543029 110008 103487 68802 59451 3852 0.237724617123604 3883 237669 45006 278139 153991 13602110
1 688778 193600 75642 54174 62904 1678 0.246540725231171 17052 158948 17659 261163 178911 9578937
1 572399 179620 149372 56374 99532 723 0.12485259026289 17457 162504 28799 399321 184267 14565191
1 619500 164856 180289 161123 140923 346 0.136378824710846 7476 77505 51804 177465 192540 12151886
1 524996 286621 150765 51322 82600 6543 0.173323929309845 17215 216051 19193 156998 130473 6150058
1 902917 299865 58153 100457 168761 5455 0.172518938779831 40251 283687 40573 216519 195766 10376770
1 965484 149887 152466 112893 138399 4559 0.18570850789547 27031 77167 77096 173259 175393 4907148
1 891762 152341 77133 66539 103397 4765 0.164890795946121 13551 102637 64436 72173 103875 6605742
1 703523 487588 60886 123367 128847 1582 0.0649107992649078 38308 127477 77125 197259 153225 6243724
1 558563 373948 115118 100507 63424 4387 0.177531540393829 12402 271314 29439 272052 189022 5219116
1 892007 426842 50863 120062 62107 3607 0.171978190541267 17908 110680 56280 98749 129654 4034758
1 642867 119488 62816 119225 67508 3900 0.0688564702868462 10711 355250 79536 195121 168342 7940179
1 545525 156455 81828 196729 106227 1351 0.245754435658455 20196 179808 92418 178580 144925 5512463
1 587702 282114 60932 63858 71199 2620 0.11234200745821 6444 51797 32804 114503 186299 8289364
1 589394 936405 127684 74859 170114 2631 0.0584053806960583 17220 192719 30073 349880 194181 11753717
1 602194 206709 125243 188927 111713 638 0.0623163990676403 43488 299757 46928 126040 156024 4354546
1 685438 142494 136492 59607 61223 9866 0.170829579234123 16099 330053 32040 187214 183060 1737185
1 618721 751929 141954 86837 92201 9297 0.123660251498222 11744 58599 22525 127121 139001 12524814
1 607178 781959 183337 88854 107098 8255 0.215757697820663 40888 81424 78700 63651 140507 11113885
1 574652 161308 146939 123499 97279 1902 0.0887898430228233 5931 341503 45677 149301 187704 6309024
1 700655 108461 83719 57057 199649 717 0.0856068581342697 12091 259866 58137 181083 169238 13247570
1 513072 555455 149676 93622 83724 4415 0.121716141700745 15692 51714 17346 211029 195471 4430051
1 618951 114065 51166 81451 127521 1682 0.220892444252968 15604 66445 60643 72520 130567 8627768
1 503247 618442 75182 103337 65595 5741 0.0672694444656372 36986 200882 60722 260897 182612 3696423
1 504076 113642 50346 152963 134689 5068 0.177410021424294 25074 213829 115100 390313 195367 4448637
1 539419 155928 172786 184494 52360 5530 0.243886664509773 15436 69238 25700 245404 136322 6122903
1 620532 628410 103130 167054 88871 5467 0.115893565118313 30567 257418 180991 92184 194919 10980277
1 847727 291707 59144 74107 136710 6537 0.22438345849514 34166 135689 75831 363288 163819 9386744
1 568660 322480 123480 118150 78849 2960 0.0692122057080269 11370 133076 92396 85589 196298 5119774
1 692139 221143 127851 52610 58792 1599 0.235308349132538 14423 245249 66499 104067 156799 2917389
1 640608 683156 141888 54769 157184 9740 0.21431203186512 18496 213365 22015 150985 174215 5056342
1 568545 145943 54115 65654 76779 3554 0.150851488113403 15443 86318 24904 121383 97701 14613923
1 636884 345399 64205 69884 79697 4858 0.0906073376536369 29576 108523 101360 124862 144337 3846951
1 528107 110517 154595 61344 54328 3525 0.0654119923710823 23362 89561 49343 75453 87391 6179304
1 727811 458294 140381 92078 78669 7268 0.218918532133102 13564 284525 74306 119997 153224 10940856
1 513967 537257 102150 154658 102170 1260 0.171161025762558 8005 152683 54382 279907 167283 11537980
1 661108 109605 88982 78979 64918 8157 0.159146085381508 29317 402658 33122 79034 141100 5093573
1 624348 240677 189502 98752 157573 611 0.109459668397903 31967 92617 55920 79831 147644 7422259
1 602203 207668 50119 80826 131384 5482 0.142921462655067 12555 164528 63412 221153 165744 1723041
1 546221 110032 174692 174845 100095 2478 0.149379998445511 12180 245282 74364 190094 194443 2114448
1 518204 851256 93221 157677 194510 1459 0.159140840172768 38673 388604 46526 217270 179457 10487208
1 617613 325960 128385 52592 163468 9210 0.182789742946625 29276 98824 76432 100811 168165 3850566
1 654736 261142 118979 99509 84264 5977 0.167016878724098 8151 212425 53866 94835 158810 8116038
1 753870 109223 62774 149313 176734 6273 0.209485903382301 12310 72943 40327 167893 111148 7061910
1 549425 631086 76728 72612 175152 3419 0.174067974090576 49704 474169 83096 100852 160376 7115768
1 780462 152366 81180 99140 71468 2261 0.188526809215546 11814 150700 106177 176546 187046 14788371
1 741733 634520 197519 129824 76323 2769 0.157946720719337 33624 397461 82364 163471 191006 7135967
1 557550 212763 71729 73324 150604 612 0.189665779471397 3886 210412 63765 144764 182881 6850784
1 517329 311559 52926 77619 142478 5366 0.0594191327691078 8141 315830 148899 436164 178950 10375402
1 566538 278914 101741 116180 69210 6864 0.161866471171379 31812 65818 56652 113039 139742 1510815
1 906773 196199 54141 70039 122126 454 0.248477756977081 28955 298061 91871 50294 134031 5184552
1 519972 216492 62871 70921 63713 3170 0.0578174889087677 4656 163367 42357 170556 177664 3413001
1 560628 141293 102675 79194 52447 1994 0.196613550186157 14310 396531 30803 213709 166466 2010233
1 651840 111042 58177 63205 74499 7756 0.186811372637749 11668 172049 102691 77311 170811 4305607
1 554157 598519 51150 176851 156902 1087 0.23566372692585 7856 199971 44235 204844 194464 9195923
1 530769 101262 80568 93487 82112 1497 0.0686543136835098 18583 102236 27423 155172 119204 11853436
1 578907 661104 165723 57110 108694 2981 0.225117683410645 35144 54683 41804 78467 143627 3645782
1 860128 464562 73029 104265 52724 4257 0.219325929880142 13534 166837 92250 284958 177842 8694611
1 584545 145717 55582 53239 82566 1940 0.131985738873482 7250 82628 42934 416810 150872 13346536
1 679859 118730 175789 58449 58514 328 0.221794843673706 21587 237793 42801 66783 114306 6887874
1 927753 274717 62144 111473 95627 5291 0.107331402599812 11041 287941 52357 247145 168908 11259078
1 533172 219658 191398 75349 51938 1708 0.234287604689598 10408 54348 37376 95979 127781 6664199
1 674406 150614 55295 65313 161753 5220 0.215492740273476 9484 365858 22191 210651 175393 5744602
1 540182 673158 66212 105916 60920 5196 0.0682481154799461 8571 76777 31533 114839 138337 2333054
1 534178 221788 95231 68318 86670 3499 0.219380408525467 16234 82043 39417 75739 140803 12745805
1 550217 546604 101096 61579 112524 1801 0.159618496894836 25656 418632 75755 146028 146019 7495109
1 576735 577831 84635 88713 56947 5882 0.1551244109869 6845 224371 24623 188430 186053 5051205
1 582174 151014 126922 57750 85591 2171 0.165512830018997 17913 286688 50712 64893 127231 9324571
1 568252 452647 51854 105126 87711 542 0.223909258842468 22058 73004 76104 62960 132575 5309729
1 518964 839792 93793 57561 169851 3281 0.161531180143356 16793 135254 61716 110209 140758 7768147
1 528006 791378 153534 59866 188483 4871 0.0798336938023567 17949 198848 79995 51437 147113 7086439
1 923797 225064 53916 145372 81923 395 0.149209290742874 57448 155792 118405 66167 177862 11200310
1 530575 425194 98309 80232 120373 313 0.233809515833855 4911 248080 149816 157306 191138 12051224
1 504262 740689 151826 69216 54773 514 0.108422636985779 14883 125236 32699 146729 154901 6257830
1 518663 107906 63639 147977 67049 636 0.234835937619209 7392 58274 36489 169248 153446 3173953
1 528809 149117 173567 188180 62717 5628 0.0837268307805061 41004 72066 60398 142871 125322 9269193
