scenario N1 N2 N3 N4 N5 ta raa t1 N6 t2 N7 t3 Nanc
1 181522 33621 26032 23553 9978077 909 0.142527431249619 13140 1810881 29430 116057 122085 937132
1 33466 118980 995281 2283904 68317 150 0.129914820194244 16720 1900531 19002 3345022 44943 5754188
1 267636 1081233 779857 33387 23479 3369 0.293684482574463 7752 25714 10170 373501 179779 761631
1 14869 1499509 190921 28913 322422 323 0.166343882679939 2631 6309053 4372 17017 9976 344085
1 293162 10655 16362 3690951 15098 226 0.057504840195179 3427 1176823 7896 1546135 120388 3300819
1 21737 41658 18827 358157 14872 506 0.303361475467682 640 26377 6259 827773 35958 3434732
1 156255 15200 220298 10044 84380 210 0.0837903916835785 3664 622465 7456 2307895 52659 9858510
1 119403 42015 92251 123185 602292 2948 0.269443452358246 3804 1439659 7022 123838 44168 5007064
1 197773 79753 569411 142360 66341 439 0.102335229516029 41377 5367682 93678 32957 103198 2922405
1 78616 12570 459680 19087 10416 756 0.234198853373528 1514 82595 3946 40243 21489 364082
1 101375 50557 57870 3680017 14648 1467 0.121991649270058 2824 6027298 19570 561483 81912 988093
1 53257 76950 355367 45073 53587 593 0.0541683584451675 7957 1264026 22203 1298544 127501 3337443
1 74000 1739175 486571 5216392 10791 1072 0.0819207578897476 2665 399862 3634 45574 22729 357713
1 73022 40788 864087 32640 796510 344 0.112942650914192 388 28957 9378 91133 27182 2917978
1 1078976 579420 1231195 3875866 58202 2486 0.0526139698922634 15736 4594949 16119 1614817 607865 4028431
1 156820 2775582 7008474 57176 1590210 2843 0.107005655765533 14622 1313216 23322 39554 48068 3764308
1 191085 518793 26055 4723016 1529504 262 0.179455190896988 13302 1507748 69492 2076561 687411 5620932
1 230999 12553 1611880 958990 30258 240 0.179209694266319 1679 99514 3628 633458 392492 2665149
1 85533 163716 225907 226854 20892 615 0.462943315505981 4845 38492 16877 17104 18467 3911271
1 478911 29817 710813 23512 40211 1041 0.0934278294444084 1532 1508532 12677 121509 64777 4811756
1 13249 1918965 157683 55887 59643 3565 0.265145272016525 6143 3438990 38418 391032 59837 2785673
1 131878 428651 4129587 347794 21708 208 0.0527490377426147 12260 3107102 41021 1314107 498406 1615223
1 482319 157269 19669 7239601 94333 857 0.24258528649807 2432 7774186 99902 301544 236199 2725818
1 13271 134907 114645 50664 13925 1040 0.0577853471040726 1503 212771 8675 1093918 99933 899146
1 74292 99885 9256496 66810 22327 860 0.261915028095245 3624 2088677 7393 13597 11122 1172561
1 281880 27489 61015 84031 47611 3094 0.26748326420784 12690 203275 14013 236150 27241 1438229
1 51272 3813167 49130 338324 10061 372 0.0561196319758892 466 123029 28691 41346 34511 6584574
1 397763 32284 95631 1892168 49988 2240 0.124140292406082 2357 53364 5959 622814 355586 1760143
1 310131 9769587 32989 15757 19189 196 0.16375832259655 2449 1847802 41524 354538 91185 4892606
1 199350 203745 427883 545922 61266 10965 0.118715800344944 43351 219787 84570 693537 201489 7989962
1 24293 3613446 34636 12448 41725 1780 0.148633569478989 2273 29892 5462 490429 19669 885854
1 226438 3465083 2025558 55158 578262 211 0.0665503218770027 17297 193197 59844 87504 93343 2288020
1 46601 44005 52682 43555 9138617 263 0.258021622896194 497 40260 1220 103705 63704 634656
1 30115 200862 77117 3252121 44503 2241 0.0726378187537193 6230 60568 29701 25943 31387 1307045
1 94626 6965464 74629 180650 165648 6984 0.363185524940491 34519 19433 37843 1536735 233712 2606855
1 22971 11964 565998 11087 46161 223 0.129745692014694 842 25696 8907 175669 13016 882634
1 13108 1940095 1677244 17743 2793366 764 0.106151729822159 1460 243777 3346 42461 17199 493624
1 29838 24510 3475619 956577 167182 338 0.0730700269341469 1976 3884350 7002 54216 37492 161218
1 30851 21448 1609588 6961631 2779029 212 0.077841155230999 617 13427 2897 43133 18418 1219771
1 20835 38223 4546777 17145 1058756 594 0.115101084113121 705 47573 10161 2975933 40157 3081809
1 35603 69915 429861 17778 2362278 770 0.116765916347504 801 1016315 51357 25494 75564 1273679
1 10439 153928 1203428 392429 19034 687 0.262699723243713 4885 410081 9833 167262 27651 2331571
1 19983 82215 1102018 4972154 87427 1050 0.211657270789146 2685 631667 4819 22001 23685 303747
1 97938 8793525 3516592 218985 264989 1019 0.140337854623795 3497 197100 71833 490913 219990 9154000
1 23406 12507 69319 5020857 80199 2491 0.150296181440353 5055 577066 5386 817006 93891 3557487
1 1440131 489707 42462 454809 12499 312 0.238501667976379 5396 394461 31099 333704 142901 7157861
1 22469 315273 97177 838097 1193091 1992 0.124865584075451 9973 759375 22190 59139 47639 1046869
1 342932 41992 274080 7752426 112654 3291 0.439188361167908 12330 1225707 15804 90807 37542 7232830
1 27610 25360 393059 5632274 65282 1673 0.393387794494629 3755 17154 11253 422808 22212 3025270
1 192891 9643583 257846 239531 25356 1934 0.332203984260559 5930 15171 10725 654904 108527 3114067
1 568951 726186 67527 18457 4601233 316 0.0860237181186676 4919 43427 29754 676309 355047 3342444
1 1643175 38551 958622 68339 29099 167 0.0812792778015137 2773 3049928 11328 697949 141716 9434421
1 316166 4021030 128012 7547063 154005 152 0.269880384206772 211 1215778 170811 365290 343672 4327401
1 18088 28831 12077 1529628 1510493 242 0.116412669420242 1726 16112 6005 621049 20612 3487675
1 135240 118525 8650012 1758543 16902 383 0.0691762045025826 9499 166786 56617 1640432 69888 549544
1 53155 79398 141229 47242 25580 466 0.44742488861084 2360 3105982 6848 24896 16265 2412224
1 365632 10284 1602588 469802 672981 2453 0.0605395846068859 3063 291210 4984 529910 117440 7532166
1 239501 1393351 75885 2721346 12728 735 0.402358382940292 875 1141891 220115 195069 248186 4761384
1 219664 249586 211647 823022 588591 245 0.055400438606739 2053 2158057 114621 117195 183036 2400699
1 39508 32693 7879524 272448 45164 152 0.106706775724888 1901 49607 10452 27471 36281 541854
1 11348 225310 2940488 775988 959296 1374 0.28194260597229 3320 2725513 7384 25017 15298 794478
1 245869 169690 10401 260840 20468 232 0.190064951777458 6226 2976601 10754 71069 23668 7104589
1 20847 57766 1716363 513994 582952 3268 0.251710265874863 11632 27669 13196 125704 45507 303817
1 554372 33965 221825 90079 37777 405 0.0526607409119606 1072 125609 6938 1565392 198783 6564617
1 262183 268058 11079 23026 24170 1178 0.0615300349891186 2239 42861 12870 115640 31146 1507619
1 31056 1538998 2618939 20212 532000 1675 0.0903997495770454 6950 994554 9458 200592 59866 957197
1 26880 579422 56363 35440 65021 169 0.388429969549179 178 10796 742 76692 46045 1541034
1 76182 2184453 283345 222314 92393 429 0.0792760625481606 3262 41803 5944 47380 64119 4961392
1 31414 22375 2095203 25998 1348200 599 0.0516139678657055 1798 2116712 5499 94080 29393 210416
1 987586 42944 184004 40932 12048 2416 0.246879905462265 6935 437225 11592 899469 105899 2343229
1 586318 1748934 2310409 4566434 2290677 2351 0.195369988679886 7408 4133295 38921 1139836 335130 5864940
1 144689 386817 603420 47118 535727 392 0.0684139356017113 4509 1221288 80998 2260835 256691 4262468
1 25741 42997 187136 44688 296338 761 0.0684941112995148 1344 67888 8060 113448 13579 724651
1 19823 8289578 156236 4405129 94291 174 0.0772493705153465 15699 521764 27043 630053 61277 1359438
1 30726 3874264 2066412 56967 14015 351 0.432497590780258 586 436493 2426 35267 13393 2179398
1 30886 2557199 11260 22778 67110 419 0.0971447676420212 1979 155146 11314 138378 28530 3076703
1 34059 301601 3018672 363301 25682 491 0.173638954758644 1163 6292313 4702 24841 16640 274083
1 67948 73029 191010 27458 618373 1053 0.258235186338425 3574 234366 19864 266471 27736 3072132
1 11292 247490 10272 5677527 2904285 529 0.0898170322179794 4774 25154 8466 555783 22922 750253
1 53251 1776967 159280 1406467 71198 384 0.181705176830292 4686 9703115 12900 10864 17577 1322045
1 33308 68492 113209 65947 584120 1213 0.169954553246498 6003 194919 10408 567049 58277 1311219
1 26908 3652490 1128551 205083 196352 734 0.235828682780266 14517 235811 36184 368914 41194 7401666
1 21889 56985 3135025 525963 10956 317 0.241666376590729 741 48946 2463 320165 66218 7687682
1 21242 7236281 39582 97977 48733 4042 0.453236550092697 7050 1278858 7282 54931 12675 3037902
1 942899 45656 26109 727741 448829 532 0.114946633577347 44459 127299 67748 573165 412051 3639952
1 464993 12742 137665 536842 41316 484 0.136801183223724 2189 114706 8294 104050 68514 1791043
1 270805 27950 96034 17301 135312 319 0.40718612074852 392 22616 4495 258412 72053 7607363
1 115508 349950 357508 180262 136942 669 0.103727266192436 3100 84964 18375 19306 26384 3633665
1 51770 3302603 322021 131417 19937 153 0.473311841487885 378 11580 1421 21874 15284 6456251
1 160603 3490537 2373844 53703 263832 411 0.114871308207512 1400 6109513 36488 407690 292024 3969811
1 1729217 89860 280839 270995 291494 4597 0.0622631311416626 10409 1480796 48363 1918446 567301 9519443
1 301522 376017 517579 16255 97041 358 0.0794815197587013 1122 4097542 245789 214564 368635 2463930
1 2009408 130157 2636031 100710 23733 2605 0.0757731571793556 6565 219360 70088 203442 99845 8655640
1 43373 122709 33505 1047551 144599 363 0.229209005832672 712 147535 1911 44276 20478 257817
1 13256 152542 39352 1744603 29683 407 0.203243941068649 604 3934835 4363 17565 13380 8902924
1 119404 6924538 99520 12506 117765 218 0.0679439678788185 2045 11013 4674 201100 29172 9315556
1 31730 8382528 2495414 48492 728107 281 0.0575653687119484 335 36130 1669 136091 61163 904771
1 89463 640509 269758 1619322 5725143 279 0.0545884147286415 3086 621428 12236 129677 95602 9990962
1 91481 4101893 5307599 42376 978061 6367 0.320130050182343 29734 34168 34811 20052 54462 2056817
1 16570 1064449 7612666 678148 352014 1827 0.154883325099945 13073 205593 14230 207521 34040 1109969
1 543264 417914 23805 166291 6093983 423 0.143039092421532 17319 6187095 55843 609942 158824 8612914
1 1174019 156115 4474751 2746179 1589641 299 0.127332210540771 49785 184342 102648 1041726 236716 2767386
1 792492 1740405 32865 88990 369454 3664 0.0567861087620258 16912 174861 47535 70638 74065 2375593
1 26442 32775 88121 119339 46450 226 0.281737834215164 817 29419 8002 15249 8788 3797748
1 19091 68734 1029326 701433 892732 4549 0.0717431232333183 4723 367623 20422 2641354 39131 4539189
1 445227 246642 198890 40361 103855 478 0.150280013680458 918 53019 8924 434720 457049 5660744
1 73758 178830 311819 105868 24513 456 0.22537200152874 15750 3590164 20601 51146 38407 429231
1 27774 233341 266137 97115 4785126 1152 0.435942709445953 4286 65279 9175 1999624 70117 7282924
1 159648 535952 70900 326109 50111 813 0.180842190980911 23731 3770420 81265 70565 88761 1268766
1 10137 149444 2311914 45881 26043 330 0.148825347423553 2483 23888 7507 41967 27053 7096259
1 127246 23584 2119448 8474819 14501 2278 0.117080092430115 4869 5131782 11946 7754637 34241 1350679
1 86668 2814525 23419 639816 46827 2858 0.319006592035294 21675 376304 43017 2008593 71871 3209597
1 35851 358528 174006 15609 852914 553 0.087646484375 3140 303590 47913 197368 117994 4695384
1 1308335 134269 202030 56771 36467 459 0.0703171938657761 6335 730073 120444 3304755 340538 4340520
1 112453 64983 4211805 8495322 7393728 361 0.0530068278312683 784 1133580 4258 109203 77017 7983272
1 10279 92433 4360872 182459 57904 1215 0.15119494497776 19887 276050 29973 3494159 119790 8948371
1 30452 16002 12337 7946921 66912 798 0.466801524162292 7335 33245 11874 2978870 25713 2256691
1 323500 11896 673582 2736024 2050879 353 0.0505625866353512 610 54596 11749 1199178 447325 1509154
1 15605 7506831 3503111 8726023 127162 236 0.0607393570244312 11085 6715847 14837 6503843 37419 5248155
1 44790 29236 247652 3786530 14648 760 0.0697883442044258 6664 7083811 12519 129186 26224 168631
1 123197 25860 226701 322159 491409 1603 0.0509442873299122 9996 1518890 10780 76383 88528 923792
1 60497 554662 397093 44460 995895 830 0.310162901878357 5115 281246 9525 875663 121344 5306306
1 8528598 3467337 5484305 171583 668246 516 0.178663536906242 51140 97825 65531 439617 265133 8727088
1 87957 614072 1487784 1631176 127718 186 0.282266080379486 3663 700831 5248 151004 69638 3796871
1 28157 85846 310412 51589 10538 379 0.149534821510315 515 601457 19732 2626494 182823 8423194
1 189733 9695590 433373 964533 96177 1156 0.0962251052260399 57550 3231035 91895 369140 121125 4820961
1 73266 22841 417878 310924 4260949 2975 0.0823383405804634 10130 193372 12364 126942 46895 1742272
1 61955 68658 40167 30843 130578 331 0.194763317704201 4652 363937 11838 1220394 167328 1164091
1 2161921 83200 135520 69701 11967 217 0.051579687744379 2071 13939 7358 2008845 409292 7896666
1 60791 627544 17131 2362615 173603 218 0.149045810103416 6031 3969747 53730 154610 126396 2522916
1 32092 10811 4567525 177980 2724336 174 0.474171310663223 3215 655853 3978 24614 35070 464006
1 247401 907372 348861 49982 1835334 446 0.0661427304148674 5633 2859920 17872 56650 40043 7042584
1 75544 274048 73100 2855860 1226528 4122 0.237467765808105 8440 235288 18177 1310742 159713 4974593
1 52941 179684 19274 11917 920276 1736 0.102230228483677 5875 125170 10505 1142698 70057 1620628
1 69980 3422226 613902 2056558 10377 239 0.273319840431213 1984 488689 6321 17351 11269 8406989
1 360720 134518 2517734 9564069 173630 278 0.302477836608887 5570 65144 14402 1014900 295891 1864695
1 135569 244524 45212 38354 203325 377 0.109157279133797 14445 185069 25318 203423 38146 7304163
1 15349 19998 46770 143391 4662237 2175 0.0610791444778442 2608 83993 5704 798241 40070 1004574
1 39886 1525336 48770 3678997 13526 1039 0.0545821152627468 2351 22600 4154 9414109 118791 8822619
1 86953 21910 3044275 133360 1893505 497 0.0522474274039268 1518 1296968 1988 137073 53649 2091614
1 108673 13508 2814972 145868 64609 1310 0.266686797142029 19472 3559540 25451 94384 98728 347058
1 103894 11587 243381 57954 66483 400 0.121453613042831 1750 3561291 3164 36741 33642 3516449
1 150430 12885 21145 2376552 4809510 308 0.0700193047523499 1380 2496035 9592 77337 70517 3639168
1 3242151 225540 13680 51919 125053 853 0.0660338923335075 20079 191667 32214 948238 97746 2558703
1 119173 2034359 989538 8208644 30242 28343 0.0579214431345463 30106 314800 86457 226830 110233 3549689
1 36133 825593 138855 316557 14557 395 0.389695912599564 9325 174735 51035 829588 86422 7958342
1 382781 43522 1163875 2065791 51637 163 0.17915216088295 570 15497 793 269502 116313 7646866
1 2054108 2930414 7752463 10261 195838 744 0.354957908391953 1424 212145 23205 859029 564388 6123452
1 73949 3259384 3963718 120703 2310359 410 0.108565203845501 1263 132465 4918 435179 75250 2611055
