scenario N1 N2 N3 N4 N5 ta raa t1 N6 t2 N7 t3 Nanc
1 48060 10726 25643 35938 9207723 15673 34714 6324219 0 1534 2730 4030 29277
1 33841 1358623 600057 610346 994239 914010 38283 8818449 0 194 205 2108 24253
1 94402 80544 2261891 87313 1537477 284831 92865 5353366 0 197 2345 4199 27528
1 133168 570424 163026 222721 90914 5044786 88845 4483473 0 1367 4195 24117 46074
1 53536 1068059 2765014 650864 111349 769378 16333 8126031 0 3492 10364 15408 18753
1 187531 491160 64710 4949116 303712 604001 216763 9062338 0 354 8848 77635 172713
1 70368 741078 321310 391916 840225 136133 91633 9042790 0 667 3142 4030 34364
1 302630 465153 480409 1463766 7937189 97017 201412 8361279 0 153 10492 17340 93802
1 15634 44419 8139813 45704 424413 341107 24066 1081731 0 281 1533 2451 20141
1 114334 400964 891795 14817 25307 2410735 39622 1637689 0 1893 3001 91457 102535
1 154675 19365 344241 4281566 7375535 22438 2601129 8582716 0 375 2570 2622 244417
1 11441 3443657 1098970 5149460 709448 897830 20534 8963889 0 581 2833 3616 13724
1 53548 132528 1723068 231427 2072169 6878913 132112 6647614 0 200 1093 6818 67810
1 1279431 227530 118724 781899 235884 808181 1691034 3948707 0 9373 11267 17197 593165
1 299797 116637 236251 58981 3977533 5248154 1763343 2975638 0 4821 6932 9990 440821
1 59456 611601 31499 25430 1187376 29075 169497 703984 0 216 637 3360 61968
1 706059 33183 84878 1370954 131434 664596 1240675 2804277 0 1699 3142 9182 295079
1 101821 1114341 7627144 1212747 291445 10160 226459 1294641 0 379 507 1428 82596
1 28694 21048 302652 1944189 84112 22953 149393 1676175 0 1039 4790 6326 46880
1 130227 8377645 1244136 392027 70484 472579 155512 1750578 0 322 774 4453 86911
1 352613 52404 3171780 14330 70223 3549552 370914 3075095 0 159 165 2134 175486
1 41113 225296 1832269 3530311 3770613 1316800 25020 4117702 0 436 1788 42461 58812
1 158011 2020916 10562 48820 307666 1531539 120657 1474337 0 1911 4856 6204 50762
1 156966 7791167 183214 23670 7420047 265631 177879 2425710 0 1301 4188 41123 84393
1 34051 168413 26207 22383 21870 16817 65246 1158975 0 173 741 3450 14118
1 71671 264846 59864 13180 43370 1226751 607350 6201678 0 758 830 7609 55766
1 94633 15819 18202 415342 13177 8877284 1203060 7583800 0 518 955 1543 78238
1 15747 68301 11468 7830029 40067 955470 56668 398110 0 615 1739 8751 24734
1 62304 29914 3403055 1034003 53523 60728 4341394 5446084 0 197 498 3371 64389
1 259695 153989 58868 125521 7463333 106079 711278 2292838 0 381 2652 19240 258357
1 46141 742362 495561 461309 60694 460407 563885 5616950 0 525 3708 5364 72956
1 816596 3675271 121557 982156 472389 165126 906123 9537188 0 714 1124 6044 587941
1 30757 43187 5802269 980802 4348987 45464 43867 9013408 0 250 1577 2965 27788
1 20502 41491 32943 283452 606723 15374 13989 5510870 0 337 487 4494 14174
1 51084 436313 2899867 105105 6903740 444300 147251 2897039 0 179 2210 12818 68216
1 87136 84739 1275249 4324796 574473 1901874 454039 2221384 0 162 776 8062 80466
1 11104 1794487 313053 7498572 32839 8107263 75432 532800 0 329 1184 1772 14754
1 84893 5011895 4653204 1085361 1993726 21230 950552 6882051 0 950 3117 6160 92124
1 36083 123914 2571948 530123 2384761 198460 568369 6125096 0 1038 3464 4471 45162
1 40372 1257942 1679065 38951 6024322 8020479 83223 1534746 0 324 1027 4382 19344
1 15729 172889 36351 11810 11261 1926248 130371 3979288 0 692 1490 1757 25132
1 51890 224101 7073420 3992657 64014 4545400 99074 3063758 0 399 11054 14982 27710
1 106129 35440 53651 1348966 1270876 30617 439041 2340288 0 383 890 1143 79542
1 102999 12912 2930976 171883 14187 219088 295189 5920406 0 311 1625 2138 37948
1 41040 731206 788680 157739 93464 320787 153635 8942024 0 1794 5849 44766 84141
1 14104 31096 756682 466602 79402 4497059 177098 274591 0 769 3084 6163 23218
1 91678 16559 4017558 338482 17230 78106 177698 4724621 0 2229 4949 6923 91032
1 22761 63407 20439 505308 42970 253305 46721 2036265 0 226 768 3431 10306
1 49434 78267 312227 28849 47562 4408201 54671 1246045 0 714 895 2845 14923
1 26939 311819 44375 17207 434134 23720 29004 4196060 0 538 1790 4036 8749
1 11783 3757923 11356 101535 147908 13000 16508 1019207 0 681 1076 4707 7592
1 393844 1902062 71166 967878 6209341 2072914 223530 4446447 0 633 34245 225271 318177
1 22826 320679 2731921 29762 860786 1797577 357186 2194458 0 373 2654 4359 29723
1 251046 667756 1640832 403801 305261 3395262 76062 9716453 0 190 5963 116699 179943
1 40452 194621 1546320 118939 2682577 6958776 508014 1841950 0 1440 1598 9463 40072
1 58839 1132791 526282 1490130 56295 55256 140103 3123144 0 262 11987 18547 70318
1 334529 40997 61404 8946399 137763 105866 130554 3785638 0 1018 1193 3328 56290
1 93546 11542 1518602 1069497 2265056 4410208 4982680 7538844 0 161 163 2425 83740
1 13710 1687628 2263352 76418 124836 7319962 18781 5083511 0 263 531 1531 6047
1 306639 390783 51638 65039 1003335 8259406 4198890 6478483 0 392 6324 149971 381523
1 75706 96731 11456 95708 1320062 70234 93412 9102478 0 1942 4557 20677 28923
1 29107 216893 5028321 3322520 4262038 525747 80741 7404396 0 236 1240 10614 18048
1 82932 31884 6497952 529513 2134809 5321880 314191 1142642 0 667 1412 1886 48333
1 13116 16471 90439 21998 1486380 46396 54714 5786569 0 221 911 6105 9419
1 137583 3046947 780376 286948 4650894 29673 74856 1533251 0 1037 16362 16890 70710
1 34416 3775689 5852727 4024805 20038 21438 116032 4427428 0 238 589 2852 46586
1 23165 83394 4339744 738754 936245 7933379 16705 486128 0 1008 4696 7856 20967
1 296363 37100 377686 377135 457073 5056843 923330 5174488 0 435 1139 2304 341745
1 275208 3382943 174856 6232819 912966 861279 139425 2596747 0 226 1518 47528 110431
1 39866 1305733 12727 49337 1300244 50540 104216 3279027 0 449 1786 4031 16828
1 32677 141834 529561 1713637 97520 172823 81217 4802409 0 182 927 3599 45246
1 100030 4848823 254178 139788 1820626 111545 396088 3941728 0 260 6534 10283 63729
1 2488313 112598 2565020 14512 8242996 7597889 1517113 6013108 0 389 709 22530 673627
1 481992 2847294 48672 85462 4839821 33389 1061505 3519901 0 205 4641 9256 310539
1 56887 29896 32592 7673348 415815 109078 519688 3565813 0 1336 2864 4073 64044
1 46322 879190 50829 37547 538765 1864462 670648 8197342 0 361 1240 6031 55931
1 11409 8088709 103149 14360 136959 40205 37620 5185415 0 631 755 3726 9203
1 230178 64148 30523 322563 7925106 26919 1489395 5885020 0 3364 11560 12374 371312
1 30107 443319 5537484 1558795 253223 4167902 81668 1648365 0 1270 2036 20447 26727
1 207964 82788 72768 509858 57838 3878999 320048 2182393 0 229 1760 12236 70424
1 49183 3827899 2620657 1086906 1773992 819197 53447 2208283 0 1077 2695 7401 34251
1 543159 33867 12546 95356 2852029 43750 3934018 4886525 0 241 9830 10109 443614
1 69209 4981341 370063 18562 17662 1923626 25309 3869521 0 161 1168 13759 29306
1 133193 50423 34764 13976 5235902 49090 332937 681982 0 212 224 6003 62441
1 127792 1528012 14779 101540 9187533 1213674 366111 5988478 0 306 5180 7167 174019
1 211213 170557 219341 41319 10811 6504827 364066 1326027 0 449 973 14970 198952
1 10100 38084 445217 818547 192331 477202 82965 2992022 0 166 1211 1721 17670
1 50501 89154 12521 169280 3634062 1165521 65481 1974900 0 1174 1213 21987 27363
1 27935 9324068 20197 10997 295700 5798915 12753 1847930 0 329 1258 3932 13329
1 111794 30152 40557 1029947 234340 323373 1964646 7002604 0 297 394 4160 172045
1 101239 153887 398372 23914 295853 7361670 29691 2148812 0 413 2589 21899 28000
1 31397 66720 557922 800649 429951 613950 49377 148541 0 200 266 5385 30311
1 20293 54066 20144 3134638 382408 26984 184879 508859 0 392 1047 3254 28784
1 100068 46449 1489110 11726 141377 50128 214554 653651 0 152 672 2983 111133
1 722211 258385 3036538 6263396 4599100 1923370 7047545 7749066 0 6339 34700 37246 367879
1 238688 2997610 124576 5662641 1382309 2204761 175945 4832508 0 353 894 3630 79121
1 15590 48772 267869 55115 6978942 848568 406217 1418451 0 167 1557 3731 38237
1 133862 27270 26001 12638 594062 135506 23433 3032788 0 1659 3711 9445 21784
1 271312 49215 238943 214029 2944898 1728560 340312 1110331 0 601 975 10736 93124
1 41875 36712 19443 18168 936270 788242 7228565 1863812 0 499 1377 6300 35496
1 15490 80072 4572086 201035 65501 6801570 421075 4123908 0 202 350 2986 27519
1 21829 3411009 2062537 11035 1359702 8886029 14222 5033512 0 1313 1867 3151 12170
1 636470 108307 8867398 89511 4385774 727106 478803 5170056 0 885 1170 6533 140715
1 111365 129294 144347 1916505 61119 923449 729101 1031627 0 160 1769 2476 91196
1 421070 7627214 509043 463578 332878 9561888 510767 3813528 0 182 438 7581 171915
1 63314 124472 832261 1236590 225099 68699 1775821 5395041 0 5103 10145 17476 73505
1 31133 46554 1118729 4455901 106915 15620 21358 7008711 0 521 918 1093 10495
1 60442 56397 98932 153741 5134199 589814 5663882 1029557 0 798 7550 10064 104736
1 55535 2509373 4949128 121089 4096687 1829663 295243 4250142 0 180 215 934 68989
1 16034 12260 24106 1853190 78300 1894020 12512 9119494 0 217 2107 5500 15180
1 212115 21962 22709 16709 4594208 70586 916991 6934323 0 301 3715 5155 116142
1 24024 48777 88766 31655 37775 1962638 9354757 1460161 0 792 2801 6970 19128
1 13780 8333201 344723 96704 15392 3322501 166742 1269864 0 580 1023 3240 27750
1 27721 32009 263640 1802789 2753029 612717 1503471 1065335 0 10903 11774 12134 35315
1 16705 31179 16517 25955 62812 6217181 35522 7064282 0 671 748 3003 8882
1 788751 195095 65728 3789979 1523192 3552970 1005795 5298100 0 842 34556 47162 691912
1 10292 20357 985570 614290 81588 57160 992452 2410650 0 730 2223 3762 23154
1 500037 32259 2397449 2864023 7747620 119926 490098 2960239 0 631 2608 3872 96087
1 126037 146874 715767 1020257 52025 2439331 27397 848441 0 726 9404 18027 32486
1 23335 1924879 23672 99723 10247 134638 185662 4059692 0 235 1631 2052 20747
1 38342 355410 29628 1623138 57867 2874162 143978 1364353 0 177 4879 39464 55696
1 17068 25328 34736 1522782 335159 235672 4588666 331944 0 225 4521 7489 23146
1 58052 103161 7730570 33338 113146 6981859 229195 5690459 0 156 1046 39897 54437
1 126150 2291040 1037787 125372 61781 566008 1144793 9319623 0 732 1626 2460 201625
1 63461 3349869 1987841 1492547 24492 3095987 267907 3086261 0 263 710 7902 47230
1 244209 30266 196211 64889 1269217 3441361 508664 935523 0 290 504 5158 308085
1 12218 1315650 908118 508199 226685 6251453 129481 534140 0 248 705 4196 17706
1 18586 10149 3391431 103275 221854 364168 23315 96974 0 308 694 2173 6183
1 25955 2534556 40972 24339 24867 685611 386703 7448992 0 305 680 1748 35493
1 11687 22678 8453456 418479 1847324 552026 143312 4469421 0 2212 3605 8733 18240
1 153886 2568077 60295 3301781 775807 126277 836751 2960974 0 2768 19762 25071 114267
1 37504 34328 2866927 2179391 29615 7431898 499806 1027132 0 220 451 6694 55226
1 16912 76793 80816 68013 594410 28520 260668 441421 0 251 3300 4105 28361
1 175109 1376504 3958758 6676370 31084 2250229 229204 1607141 0 217 2241 5851 125102
1 63352 365545 38214 27044 1696042 90030 25572 9173623 0 199 391 3326 18306
1 117325 5230780 268710 5879855 96327 1716280 24761 5450024 0 540 1114 23371 31818
1 24320 43718 140667 366358 70368 470155 10156 4986766 0 277 295 2696 8917
1 171311 30805 981110 137318 3420005 279898 468378 3535465 0 280 541 3879 278491
1 161397 271378 90077 4066655 928297 5495753 105378 2016862 0 931 44871 123730 184122
1 33581 743267 7889612 1575746 49432 69048 163614 3477059 0 179 717 819 16806
1 32732 44515 604715 45893 929689 2237665 13078 7018367 0 355 1268 9484 23149
1 172156 1704150 747129 11410 66142 29421 186179 6122267 0 155 644 2104 33735
1 179640 182205 150967 6367428 1726634 2363475 69921 3195672 0 287 744 5245 25559
1 478248 1488428 32066 4817373 38348 232391 239669 9311760 0 477 2250 66572 203544
1 22273 158562 10054 533768 123822 235346 322756 950536 0 378 885 2376 45717
1 88637 1655549 745303 57548 13817 771483 206223 2059432 0 1733 2724 7825 71029
1 1136528 232980 95577 1007159 83807 3662943 1370948 3390734 0 218 252 37217 547913
1 56347 682331 2815950 19506 1531975 459817 128393 6692466 0 1665 4420 36971 105350
1 17067 1284412 4332967 234747 2991929 881038 11998 105035 0 155 283 415 5979
1 1442492 143808 1289533 184275 106063 1075831 1542087 7264650 0 252 4038 4254 360423
1 223867 3442358 155427 13720 782815 4483884 477964 6868869 0 173 283 17786 91981
1 17131 44560 535951 178216 47610 194747 5581945 4111153 0 547 551 3215 11529
1 51401 2929785 111876 2316057 1850543 2147045 34041 1296800 0 7611 7979 18530 23766
1 136164 960903 8887902 40560 72650 1286145 462291 7071577 0 158 258 8239 80798
1 409621 1472545 312278 135122 5440637 4140504 537686 8128396 0 164 213 25865 434847
1 686775 574924 4283641 243365 777206 4548729 465115 3731563 0 6384 10376 32147 166196
1 1452473 155237 13327 6886103 5120925 2620792 689294 9554126 0 172 993 1952 386839
1 92399 4177077 5031940 73364 18000 163098 163634 2262853 0 1508 1885 6804 33454
1 285459 143260 103536 11542 562512 1736854 275492 3711950 0 160 1835 5422 87424
1 17319 33334 146565 50196 1822628 5878470 22335 764067 0 227 2305 18492 19983
1 20622 8118724 261616 377923 186474 122070 175810 9178686 0 911 979 1198 24850
1 137717 260534 122066 6847990 544107 1864478 4115071 1970647 0 336 13109 63785 175426
1 51408 849478 168682 37504 864612 168937 204473 739653 0 170 2895 13293 32177
1 10465 907367 142444 4721708 105201 8915339 41652 2166156 0 3994 6430 7119 21081
1 1334078 1741086 241210 4529060 317711 62291 1030547 9403437 0 539 7524 12526 627792
1 157340 1183702 12196 2267390 22788 2359347 2421043 4429848 0 228 748 147096 245348
1 152799 105770 864915 28925 3103092 1026428 977459 2025904 0 162 327 2503 137838
1 18240 270288 882396 1149171 397971 1649169 59054 1178578 0 151 240 592 8830
1 14171 772493 1938848 19752 46917 34705 114741 1812433 0 262 332 1979 9262
1 75822 18188 58165 32845 30282 316813 522781 449588 0 504 584 2637 136435
1 21437 3054373 97664 9237888 1170586 5975596 351019 6014093 0 193 353 18237 28348
1 21050 9118605 1497693 93617 36848 865271 144616 3629041 0 473 2882 10651 41333
1 79052 24545 3394897 4554800 1757834 770478 6076105 1521512 0 2595 4805 6360 96449
1 51453 328034 454139 456187 64104 101402 95112 1639203 0 12310 17575 30537 70847
1 159964 39207 143580 60190 405720 74134 524740 514607 0 1289 3787 5838 76763
1 364587 591673 1680349 4796229 157522 306940 90218 6941525 0 628 4639 36732 68075
1 22388 69448 614001 1114589 2107947 4118505 138312 259062 0 990 2960 3495 13315
1 350127 150944 6222216 32037 119244 3583949 645989 1521016 0 446 1339 50259 233718
1 14426 144544 535405 4514212 87236 112248 10931 5228927 0 1940 5693 21739 27620
1 20612 24697 5748315 31792 1213009 2519751 182836 273675 0 434 3524 4464 42842
1 38105 72653 3528842 993150 10886 16638 97343 1951120 0 593 955 6556 20911
1 178058 1585417 6077074 1288022 701119 109704 210678 9807014 0 192 312 1595 163681
1 37455 47900 1334783 16427 2511630 14248 243318 1306687 0 215 238 279 37800
1 50391 77888 226918 1703597 4832848 5955176 185092 3745015 0 225 241 6175 77397
1 30701 32632 1073308 2876940 1581028 167022 145169 4474831 0 346 818 5833 12427
1 284693 7551740 432867 361133 320584 763161 2430703 7781460 0 3245 9695 17853 182907
1 47768 190034 114729 3578060 206096 189990 706018 7593634 0 2841 6281 30134 33996
1 59049 1893652 96879 7520567 138492 355904 39797 417327 0 440 1955 3200 18548
1 54427 15135 7115077 190064 910031 935571 549031 8678933 0 429 2875 4102 27772
1 125153 44731 20789 354047 631528 1650356 893265 5308148 0 538 576 2579 84727
1 392812 232302 6380747 73157 459855 229920 1747762 1850417 0 151 1452 29308 408564
1 52632 3245095 99228 1364640 1186852 115683 591485 8500863 0 2725 3820 12357 109852
1 206430 4220118 163927 1081140 481042 855732 27856 4402218 0 2692 3167 90184 111192
1 77296 7434347 12226 22196 60237 536134 319473 3403746 0 315 326 1020 35426
1 187692 4788777 206361 360035 1359359 76706 179009 1434277 0 152 2012 17047 60406
1 739628 64818 7780693 2298370 893587 221524 1381330 2770138 0 2066 23489 24004 721270
1 39785 63816 60498 108338 674595 51510 1098283 1290389 0 1427 12604 18460 86476
1 24161 43452 28195 223086 184893 428618 18140 161322 0 331 2208 6517 9073
1 51385 6970726 2335492 1793153 2891157 46481 119838 2146689 0 277 385 5000 62641
1 32421 256633 287060 83418 237376 334624 2578700 4176207 0 553 3536 4423 29594
1 30135 444923 99399 448567 3516911 3566830 120066 2285385 0 1984 4733 50000 54586
1 13529 147060 67728 335332 378390 394496 174901 721949 0 172 974 8886 16466
1 29920 48678 9708045 8438567 978366 379039 688739 9342862 0 1126 1461 9457 12677
1 19217 116837 632574 153839 7148382 4012160 528533 2761273 0 281 1859 3940 24011
1 453188 1297850 55350 10311 39925 2048856 150672 4320857 0 498 1765 71431 199162
1 10391 118064 88599 39787 361430 170934 78992 5487475 0 250 1966 2020 26958
1 27278 70719 1874053 91684 474176 7276991 1257334 2649362 0 512 763 9142 13876
1 304756 71986 5605270 39839 190529 12823 859244 3377578 0 335 419 2244 122679
1 36185 88009 78700 215375 7213360 154396 545967 7490452 0 193 4845 8778 62113
1 23129 7683968 226883 6114205 53103 29946 43143 229811 0 169 2159 5375 17433
1 50329 193946 93190 1363869 61758 236620 1563556 9664262 0 395 8438 16180 29218
1 36187 25212 1222730 311096 2663490 129034 1239457 479130 0 546 3264 4728 37668
1 531853 1262489 1432445 13622 5839080 9057089 628011 7414940 0 264 303 1576 368077
1 387103 31313 32620 3571718 11633 135783 121166 1803572 0 209 741 3886 63344
1 46848 630508 3349093 54054 783195 82597 368293 1001230 0 176 453 3653 39179
1 71252 1621403 4388150 185543 9848941 1023812 490507 4170570 0 618 7167 27186 150182
1 16828 401052 14442 15507 349788 6639377 11202 144063 0 237 304 3899 11255
1 42355 3988697 2161373 151903 75131 800879 831966 3542729 0 289 1046 6284 82093
1 25267 12173 111354 62021 759953 408469 2949544 715454 0 153 625 1842 12209
1 360851 629573 160363 2734220 1944296 1082577 2098886 2242729 0 950 30965 54072 422924
1 88156 454471 23713 4269644 8413198 430665 478777 6875265 0 1240 1572 46504 53301
1 725646 1131242 319437 6591181 3666832 124355 405083 5272081 0 160 1171 8538 125565
1 189185 24601 714669 353350 29725 1958681 1363160 1480921 0 723 4191 11439 256423
1 19113 26672 622896 331660 1135258 3836231 87159 305008 0 532 2922 13288 16515
1 693653 256222 1901340 1564211 540240 446303 1344723 2265416 0 682 13210 51949 594932
1 571264 1164271 1280103 630232 41231 154509 1072511 4967064 0 157 265 22192 239690
1 19680 33693 6586804 4392680 543773 503007 5155388 334507 0 689 2606 11683 27105
1 530720 573476 65382 586408 1131157 8994973 30331 3307143 0 499 2164 85254 94416
1 11112 54649 122663 2448718 2539225 171658 1441659 4227808 0 239 417 1863 16955
1 516319 780588 73238 1061492 212278 98021 610600 2292651 0 629 1238 3902 134819
1 33816 19881 295312 1011016 13567 11576 1595034 3693070 0 622 1356 3849 17794
1 313966 1389347 456513 1920926 220250 114788 1171468 7271687 0 843 1152 1502 392385
1 148481 10358 6274276 195892 143868 34080 1687434 1699477 0 186 277 2287 306475
1 30679 76840 1220442 997835 9653643 4670010 5860829 4599771 0 571 2070 5052 65864
1 15636 8000765 1052321 840719 1161886 100398 95270 2020072 0 2296 6333 9496 13979
1 18193 119035 376562 5876647 646516 3873704 2185971 894270 0 211 5835 6425 24262
1 55944 7888563 43975 46153 119584 3252987 127319 3727576 0 160 302 1217 19311
1 77200 681314 1292046 1062447 4042007 460692 110040 994367 0 6907 10684 36696 92831
1 24358 174296 706778 48308 212711 2855371 9544998 4819311 0 198 7590 16844 20476
1 100349 10086 10695 39908 724460 4510430 4606830 9275519 0 265 595 646 73499
1 60595 48610 16270 37147 24755 141293 1988823 3997490 0 203 811 2190 63374
1 51240 189375 15008 2696433 496345 228350 1037115 9297318 0 184 5271 11829 25282
1 11133 3124678 14367 39376 3475942 158794 61129 3911531 0 805 1096 5970 8267
1 41875 22174 15464 311229 147552 399820 563747 9073698 0 177 843 1779 15909
1 51721 2814043 16837 107249 4845305 44790 638206 1357526 0 443 3995 7472 58766
1 56713 19004 145642 43073 38818 139595 2326718 7658017 0 211 2760 5332 45023
1 76462 102351 1141712 956276 476043 42755 408591 829925 0 441 713 1033 42188
1 50589 119263 1883627 313970 6497881 19214 26770 765131 0 228 838 1751 23719
1 55634 1451227 18001 536707 101781 3503098 1390961 2703968 0 881 1238 2577 68275
1 33613 614938 848910 1109740 1276396 909512 2512749 2142863 0 448 1168 9959 53701
1 86130 37532 918937 3601086 1744128 8630458 814851 8958076 0 220 8822 15105 50763
1 180606 984739 6588729 8773023 2270890 270525 2839972 6018522 0 628 17851 19785 353909
1 36016 25252 3802970 21816 17553 30412 22478 447680 0 160 275 2820 5952
1 39640 1316656 85489 2827740 88712 1588588 65646 9922847 0 225 250 17656 21144
1 1124833 2587656 6167256 8592268 272076 254995 765778 6307647 0 972 8049 27055 583990
1 49045 2880623 39798 18654 1493220 1963167 274088 2125616 0 406 2198 23000 38698
1 568047 752719 6214370 639678 1068369 3806237 373543 3738732 0 4472 49359 173239 480487
1 18126 52469 3343598 484637 1198814 46345 521051 1413589 0 515 613 1403 11096
1 59366 9153306 1616704 6942388 1458630 19703 196908 4059073 0 836 3080 4790 25029
1 807674 408102 2101461 37117 725218 491465 657384 7870410 0 167 3191 113039 354789
1 278206 163593 1276825 760895 124699 374379 1354526 3740237 0 1213 4386 68306 321423
1 75349 113147 32748 1766665 637454 1624814 7718012 1168937 0 180 474 19748 78892
1 155278 250599 1941256 484926 68987 139214 5546009 5566207 0 8588 11862 28959 91418
1 111841 339812 75656 53697 4126828 6220475 409482 2252498 0 451 3128 77837 252876
1 211539 1151597 922936 4734684 15148 9895954 3915357 9468615 0 297 1655 161177 332948
1 27063 25669 5374102 9001127 26858 60067 2504443 5576992 0 301 1907 2425 20258
1 351827 3639343 21980 9684065 400842 1882719 68510 4392782 0 878 28335 44691 71337
1 135818 201194 45271 1891823 2056222 77569 990767 2342042 0 2056 12174 30789 224130
1 32298 96483 660428 193744 693471 3175578 1029928 2494147 0 1344 6246 27208 68099
1 777256 85497 45447 48960 3629859 1393565 678366 3020018 0 576 3493 14997 491702
1 46476 78665 8474671 6628483 2552230 64998 807362 7209054 0 851 3320 10514 31125
1 23325 1490796 1900325 712968 1061720 228834 680769 9204906 0 614 695 883 40032
1 40039 206421 195857 1155053 507541 8402065 1238218 2382559 0 325 42824 46478 101684
1 56065 265770 118261 91889 791195 32059 72189 5349431 0 354 2352 4542 12849
1 23489 14015 154346 43471 51307 29831 1120438 889360 0 183 553 824 18656
1 263341 755412 14168 4785598 267438 727515 1340998 6544814 0 794 827 1513 560153
1 16658 576810 3142015 64306 7867099 50947 647215 2746278 0 239 5273 6990 22146
1 78442 2166348 3823762 34329 2825294 126818 212425 6931782 0 357 2882 35500 143894
1 59832 1248878 285004 112215 10465 2533289 1975015 5027499 0 428 1477 44679 56825
1 16325 34605 6795169 355516 416374 3266887 132538 2589794 0 196 827 1657 8377
1 38857 5479147 2682859 84746 4094705 25794 476284 1757732 0 266 1146 3131 31395
1 43610 58828 691959 76935 214519 1071867 7902055 4802799 0 208 7853 7899 66275
1 3703587 32497 21889 48424 3039969 1736822 1611090 8517913 0 292 1025 3857 722690
1 45230 32434 904048 366644 146114 110540 699854 814018 0 2175 2311 2832 19892
1 27174 477993 878263 168757 2084911 42177 53938 1822701 0 4740 7511 13612 16844
1 36625 568088 1107414 2122938 39130 1333083 1159643 7675584 0 2199 2702 57322 98739
1 707390 178150 1129929 80864 1808964 687206 305345 3885578 0 275 11012 17154 285903
