scenario N1 N2 N3 N4 ti raa raa1 ta raa2 t1 N5 t2 Nanc
1 51672 129070 1220615 1967622 107 0.0810840129852295 0.151708394289017 704 0.345962375402451 48384 80531 90586 1398494
1 383725 24515 636307 2112366 4005 0.113450840115547 0.15106301009655 4487 0.217715501785278 7167 1411646 713004 2258468
1 40329 403457 445931 132533 1484 0.191449150443077 0.0781887546181679 2003 0.163908511400223 6110 54109 46295 721356
1 20707 3067216 1202310 3597920 1568 0.343202143907547 0.196021065115929 7148 0.0537040568888187 10408 148898 148262 7287968
1 413944 33375 19955 122118 948 0.0672614574432373 0.0816948115825653 3049 0.489291161298752 3696 572916 567110 5446126
1 18217 57292 26009 136232 1135 0.286561489105225 0.331856280565262 4167 0.0628420785069466 10391 36052 44280 8149948
1 96731 1339034 1206257 1952243 1893 0.186402872204781 0.110693849623203 4574 0.171641498804092 4855 376168 335418 3902905
1 572722 123383 597783 4316840 3670 0.0719060376286507 0.0502387136220932 8812 0.0733764618635178 8813 579512 412127 4644823
1 80225 2162325 370477 4230172 1058 0.285597383975983 0.101265892386436 1819 0.0627775564789772 20017 511821 661108 2787533
1 13786 40130 163396 57239 1706 0.2215496301651 0.0597642734646797 2059 0.0893655642867088 2395 69126 55830 1364190
1 89817 41103 550405 57004 5982 0.0802881494164467 0.468902170658112 7070 0.0808295533061028 11215 153266 87324 5347042
1 81881 58027 3021789 1054769 2372 0.0506838783621788 0.189361169934273 9865 0.162167087197304 28894 72488 91358 2002660
1 54886 38587 6832856 576361 8055 0.26321479678154 0.383052259683609 8904 0.393076539039612 9339 113568 150035 299949
1 14543 1508583 7779488 420535 2107 0.348947763442993 0.0728087276220322 7397 0.228712648153305 9729 295314 237670 1544464
1 37687 40266 699958 687964 2797 0.188135877251625 0.0573205947875977 4464 0.159141466021538 6259 29707 43007 436764
1 49638 38773 31014 5967495 359 0.122100032866001 0.15105277299881 808 0.400108098983765 2810 167103 115686 4754384
1 39906 421788 4254305 84295 340 0.328201472759247 0.0787265747785568 4007 0.20625738799572 6915 354516 355774 1036966
1 157308 1804144 269153 103240 4397 0.110745139420033 0.141367167234421 4480 0.230047956109047 24839 97711 117177 2009469
1 36796 104254 8807263 729295 7597 0.31211331486702 0.121631637215614 8707 0.389533221721649 39159 81808 87061 9107972
1 11465 133563 1113756 38273 441 0.218221068382263 0.221824288368225 7825 0.120304562151432 13950 16592 29290 1975313
1 17735 591681 2591954 785006 1710 0.117667071521282 0.0731082707643509 8377 0.136613413691521 26352 33491 41408 1946041
1 616377 1647752 85044 174907 3169 0.162913233041763 0.171855479478836 3298 0.0748838558793068 34577 598736 608511 5296736
1 11844 48977 736369 2523708 104 0.270396769046783 0.0775069519877434 970 0.360867440700531 5516 48375 31750 2733888
1 70296 96712 485743 1160924 472 0.101342506706715 0.416412681341171 9113 0.0612424537539482 10032 28518 46854 4563256
1 42808 3810590 102576 2727729 242 0.0634763911366463 0.0944668054580688 1446 0.0682838931679726 4497 32986 31213 688047
1 34824 27606 117975 2167978 113 0.197055831551552 0.134423419833183 1893 0.289513558149338 2179 66928 92945 1529816
1 28587 2610797 81383 68531 2124 0.151108995079994 0.314502090215683 2193 0.255440682172775 5098 92676 43887 6250917
1 15742 3892555 112623 1700705 3274 0.28671270608902 0.495160222053528 5774 0.0683087483048439 25574 41204 67059 6966279
1 93851 43453 7366347 3668338 2292 0.387778788805008 0.188439473509789 5102 0.285732179880142 5427 194019 228875 7820955
1 77511 3533312 1429571 152920 8442 0.218471705913544 0.116093300282955 8816 0.172524735331535 17262 67593 73905 2643370
1 58067 407475 4976536 344266 3893 0.209190085530281 0.073388434946537 6827 0.157771021127701 29124 462229 272148 5650006
1 24354 156555 112820 1302151 2414 0.0642553642392159 0.495253264904022 5348 0.207890018820763 6614 78095 36265 1624645
1 14443 921149 2376010 5082883 140 0.291635781526566 0.149439632892609 3497 0.0572578087449074 7101 252571 202855 2192659
1 326195 3375747 9548223 1603994 1195 0.0645980536937714 0.286069601774216 1233 0.368900954723358 39142 220909 205607 7317882
1 47078 230266 729238 1106255 2155 0.211002185940742 0.214567899703979 4685 0.0554743893444538 6298 30138 39459 9052084
1 181282 225050 126856 4422892 907 0.0822054967284203 0.154547095298767 9861 0.111468710005283 56143 91427 106786 9113787
1 367892 2903315 882799 207599 1716 0.0813235491514206 0.391568213701248 2595 0.0945026576519012 9376 613263 524724 1977773
1 42235 39947 142013 335312 1363 0.411466956138611 0.0684130489826202 2566 0.229287415742874 3609 247337 579217 750743
1 33358 3416031 244042 3896869 4456 0.057180043309927 0.465599358081818 7012 0.155112594366074 20252 53368 48815 2543068
1 21157 224605 3980050 90885 2904 0.194836065173149 0.0788329094648361 4808 0.171203196048737 11681 65589 75174 893194
1 49158 1541255 178422 1013105 2426 0.116911567747593 0.318565368652344 2832 0.27578142285347 52465 48518 103754 2950865
1 38777 2443351 658123 2165441 2563 0.0699963793158531 0.138739287853241 6875 0.0871206894516945 9759 87380 67631 6674742
1 48914 109413 8253683 4464315 3170 0.0773036107420921 0.146495446562767 3342 0.263162344694138 11437 187348 102203 4012331
1 504499 3165683 1945092 4265454 2110 0.0542015992105007 0.0885090976953506 5493 0.374450773000717 254968 1247537 674380 9250897
1 48386 447343 325409 6147544 3014 0.190404966473579 0.253673851490021 6146 0.123725675046444 15370 19760 39591 1404498
1 53218 3661917 510190 5432011 6112 0.340320646762848 0.0552380047738552 8307 0.335126340389252 9442 270936 204334 9486147
1 104777 232248 2955210 9107995 1575 0.123088531196117 0.0909406766295433 2902 0.270723432302475 68922 272858 175494 3676993
1 254980 5988814 106000 998367 4826 0.0748028084635735 0.457703500986099 8030 0.0556782893836498 12984 268789 243226 2913673
1 90322 5368517 2504372 2154224 8482 0.160537630319595 0.215162113308907 8770 0.331167876720428 22216 384255 209743 4627349
1 63497 766820 283735 9961051 4851 0.216816693544388 0.129935771226883 9020 0.153035268187523 43993 31268 69710 6950115
1 42608 51271 1355725 1821450 4717 0.129809483885765 0.0969537124037743 6826 0.230493783950806 13874 71940 53658 592963
1 12018 9630237 2227536 289321 252 0.335349857807159 0.0515328347682953 1540 0.0594252794981003 2401 33699 60990 456009
1 39109 765901 396548 1470813 2103 0.466582268476486 0.156507506966591 5288 0.111395940184593 59317 126246 223790 4665409
1 15530 45967 8341049 7092681 8729 0.231571391224861 0.0917190238833427 8922 0.106028124690056 13259 29154 35368 2276236
1 197173 5314521 1067020 125861 231 0.286690503358841 0.23591873049736 1712 0.110757648944855 18525 781419 524346 4729929
1 76640 2672417 193487 19670 2586 0.0976293459534645 0.0671347230672836 2946 0.0987681746482849 3037 59020 76089 806308
1 70578 782477 495977 59094 8582 0.225588738918304 0.301400572061539 8924 0.19712421298027 18915 197230 132607 2783217
1 20202 115126 770073 2222504 2536 0.263139456510544 0.192957878112793 5287 0.335834145545959 7501 273388 174271 981051
1 122961 7420567 90652 374097 3289 0.0851593539118767 0.481753647327423 5528 0.298320144414902 30867 79537 86347 2285472
1 302623 2851519 56890 1701150 701 0.0818885862827301 0.177701085805893 3760 0.110659092664719 11105 391277 334000 2014508
1 54309 145942 2260069 251343 3439 0.130165457725525 0.169338539242744 6996 0.164723291993141 15779 139112 66623 2698268
1 50086 4887672 138091 23363 1691 0.427946209907532 0.332264572381973 2438 0.0519818440079689 4688 318697 687569 9577589
1 67287 6406084 196890 8567898 200 0.376135945320129 0.159693628549576 7388 0.150666728615761 36734 140289 283802 6449640
1 64646 912940 6517195 6835726 239 0.224545180797577 0.0618721395730972 8392 0.228302597999573 37404 84142 164175 1995178
1 14293 4210677 885960 77197 933 0.424814462661743 0.0512584075331688 2057 0.0617298036813736 18998 107934 124609 4102891
1 33999 12389 2025487 723514 2623 0.0780375301837921 0.376077473163605 2873 0.169847935438156 3109 15443 21220 706017
1 59501 5454943 375403 733254 945 0.22109055519104 0.0520912483334541 2449 0.0728887394070625 98790 192136 192546 6665215
1 30389 39969 895546 4377171 5357 0.0534289814531803 0.429109394550323 6836 0.077111579477787 7529 31505 28164 249460
1 59006 2151715 2177820 2106514 6731 0.104256503283978 0.056923121213913 7415 0.118646517395973 14972 50617 49147 5043843
1 30714 101288 7341147 447122 7060 0.336836099624634 0.0782870501279831 8299 0.365087538957596 12189 306637 241490 647759
1 66490 316368 613471 5070042 3910 0.103229105472565 0.404500097036362 9515 0.0702215284109116 23636 21381 42773 2335687
1 225750 5367866 521115 86026 2533 0.180868119001389 0.0504448972642422 5707 0.348869293928146 47412 190253 266660 7087791
1 99800 1476750 1025695 159774 3604 0.409148246049881 0.0747304707765579 4805 0.0772462263703346 4961 216508 287588 7158676
1 71354 823179 5199247 361799 7691 0.214681699872017 0.242022231221199 8917 0.147674009203911 12608 57481 59929 6104365
1 10355 72727 1811398 61491 1733 0.297309219837189 0.229932352900505 3134 0.083561860024929 6587 297969 396912 9834751
1 52567 302023 628106 170762 407 0.268926322460175 0.280211716890335 9379 0.0783743187785149 21850 32270 53828 3261600
1 68220 45985 31637 2475175 2320 0.0512875914573669 0.205419600009918 5180 0.21306973695755 5359 42284 54164 5875825
1 489889 5389157 202587 462887 980 0.0636204406619072 0.0718941316008568 2587 0.0778806954622269 51179 317147 449584 5508824
1 109123 159869 183123 4452118 2577 0.084171935915947 0.0538072623312473 5351 0.089857816696167 19809 277998 251053 3174714
